fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,"448. los angeles-long beach, ca",2,CA,2001,0.00387193,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,2002,0.00385888,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,2003,0.00765904,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,2004,0.00819825,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,2005,0.00774852,,,,,0.34419164,,
,,"448. los angeles-long beach, ca",2,CA,2006,0.00637834,,,0.02879215,,0.35270548,,0.02879215
,,"448. los angeles-long beach, ca",2,CA,2007,0.004372,,,0.00894372,,0.3567153,,0.00894372
,,"448. los angeles-long beach, ca",2,CA,2008,0.00213403,,,0.00590961,,0.3666671,,0.00590961
,,"448. los angeles-long beach, ca",2,CA,2009,0.00168197,,,0.01442247,,0.3757217,,0.01442247
,,"448. los angeles-long beach, ca",2,CA,2010,0.00186792,,,0.00455054,,0.390439,,0.00455054
,,"448. los angeles-long beach, ca",2,CA,2011,0.0019094,,,0.01867903,,0.39539257,,0.01867903
,,"45. anniston, al",,AL,1980,,,,,,0.27237,,
,,"45. anniston, al",,AL,1990,,,,,,0.24343412,,
,,"45. anniston, al",,AL,2000,,,,,,0.2465088,,
,,"45. anniston, al",,AL,2003,,,,,,0.16795866,,
,,"45. anniston, al",,AL,2005,,,,,,0.20745216,,
,,"45. anniston, al",,AL,2006,,,,,,0.23841698,,
,,"45. anniston, al",,AL,2007,,,,,,0.2271028,,
,,"45. anniston, al",,AL,2008,,,,,,0.19924457,,
,,"45. anniston, al",,AL,2009,,,,,,0.21646623,,
,,"45. anniston, al",,AL,2010,,,,,,0.26718298,,
,,"45. anniston, al",,AL,2011,,,,,,0.30173293,,
,,45060,,,2012,,,,,,0.24365692,,
,,45060,,,2013,,,,-0.04062934,,0.24669237,,-0.04062934
,,45060,,,2014,,,,-0.01653849,,0.24261168,,-0.01653849
,,45060,,,2015,,,,-0.05257985,,0.24919726,,-0.05257985
,,45060,,,2016,,,,-0.0035339,,0.24313451,,-0.0035339
,,45060,,,2017,,,,-0.02098027,,0.24278717,,-0.02098027
,,"452. louisville, ky/in",,,1960,,,,,,0.3283833,,
,,"452. louisville, ky/in",,,1970,,,,,,0.28469613,,
,,"452. louisville, ky/in",28,,1980,,,,,,0.26912966,,
,,"452. louisville, ky/in",28,,1984,0.00873956,,,,,,,
,,"452. louisville, ky/in",28,,1985,0.00912532,,,,,,,
,,"452. louisville, ky/in",28,,1986,0.01204422,,,,,,,
,,"452. louisville, ky/in",28,,1987,0.01464165,,,,,,,
,,"452. louisville, ky/in",28,,1988,0.01449164,,,,,,,
,,"452. louisville, ky/in",28,,1989,0.01457736,,,,,,,
,,"452. louisville, ky/in",28,,1990,0.01577321,,,,,0.25860608,,
,,"452. louisville, ky/in",28,,1991,0.01660902,,,,,,,
,,"452. louisville, ky/in",28,,1992,0.02056946,,,,,,,
,,"452. louisville, ky/in",28,,1993,0.0217996,,,,,,,
,,"452. louisville, ky/in",28,,1994,0.021551,,,,,,,
,,"452. louisville, ky/in",28,,1995,0.01997368,,,,,,,
,,"452. louisville, ky/in",28,,1996,0.02168816,,,,,,,
,,"452. louisville, ky/in",28,,1997,0.02092522,,,,,,,
,,"452. louisville, ky/in",28,,1998,0.02523713,,,,,,,
,,"452. louisville, ky/in",28,,1999,0.02470564,,,,,,,
,,"452. louisville, ky/in",28,,2000,0.02312832,,,,,0.2597693,,
,,"452. louisville, ky/in",28,,2001,0.02438418,,,,,,,
,,"452. louisville, ky/in",28,,2002,0.02340264,,,,,,,
,,"452. louisville, ky/in",28,,2003,0.03097635,,,,,,,
,,"452. louisville, ky/in",28,,2004,0.03254082,,,,,,,
,,"452. louisville, ky/in",28,,2005,0.02787314,,,,,0.20819467,,
,,"452. louisville, ky/in",28,,2006,0.02018371,,,,,0.2087687,,
,,"452. louisville, ky/in",28,,2007,0.01904358,,,,,0.21738684,,
,,"452. louisville, ky/in",28,,2008,0.01097695,,,,,0.20977157,,
,,"452. louisville, ky/in",28,,2009,0.00923247,,,,,0.2387351,,
,,"452. louisville, ky/in",28,,2010,0.00861097,,,,,0.23929521,,
,,"452. louisville, ky/in",28,,2011,0.00744513,,,,,0.2502712,,
,,45300,44,,2012,0.03554039,,,,,0.28795287,,
,,45300,44,,2013,0.04418534,,,,,0.28624395,,
,,45300,44,,2014,0.0439014,,,,,0.2960717,,
,,45300,44,,2015,,,,,,0.29434654,,
,,45300,44,,2016,,,,,,0.2850358,,
,,45300,44,,2017,,,,,,0.27994755,,
,,45780,,,2012,,,,,,0.26757368,,
,,45780,,,2013,,,,-0.04999386,,0.2706645,,-0.04999386
,,45780,,,2014,,,,-0.0212356,,0.27326056,,-0.0212356
,,45780,,,2015,,,,0.01009051,,0.26153848,,0.01009051
,,45780,,,2016,,,,0.00621258,,0.27268228,,0.00621258
,,45780,,,2017,,,,-0.07017427,,0.26369068,,-0.07017427
,,45820,,,2012,,,,,,0.25462106,,
,,45820,,,2013,,,,,,0.23482499,,
,,45820,,,2014,,,,,,0.23534884,,
,,45820,,,2015,,,,,,0.25920746,,
,,45820,,,2016,,,,,,0.25118935,,
,,45820,,,2017,,,,,,0.24362355,,
,,45940,,,2012,,,,,,0.23037101,,
,,45940,,,2013,,,,,,0.24312717,,
,,45940,,,2014,,,,,,0.26926368,,
,,45940,,,2015,,,,,,0.2514699,,
,,45940,,,2016,,,,,,0.2495438,,
,,45940,,,2017,,,,,,0.26773456,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1970,,,,,,0.19624709,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1980,,,,,,0.20095924,,
,,"46. appleton-oshkosh-neenah, wi",,WI,1990,,,,,,0.20401362,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2000,,,,,,0.18981887,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2005,,,,,,0.15645827,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2006,,,,,,0.16328472,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2007,,,,,,0.1513076,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2008,,,,,,0.15650535,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2009,,,,,,0.17333753,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2010,,,,,,0.17667732,,
,,"46. appleton-oshkosh-neenah, wi",,WI,2011,,,,,,0.17209461,,
,,"460. lubbock, tx",,TX,1960,,,,,,0.41331,,
,,"460. lubbock, tx",,TX,1980,,,,,,0.33649373,,
,,"460. lubbock, tx",,TX,1990,,,,,,0.33462125,,
,,"460. lubbock, tx",,TX,2000,,,,,,0.3450991,,
,,"460. lubbock, tx",,TX,2005,,,,,,0.32074672,,
,,"460. lubbock, tx",,TX,2006,,,,,,0.32518956,,
,,"460. lubbock, tx",,TX,2007,,,,,,0.3010092,,
,,"460. lubbock, tx",,TX,2008,,,,,,0.2667537,,
,,"460. lubbock, tx",,TX,2009,,,,,,0.295302,,
,,"460. lubbock, tx",,TX,2010,,,,,,0.32835218,,
,,"460. lubbock, tx",,TX,2011,,,,,,0.3334694,,
,,46060,32,,2012,0.04145621,,,,,0.3066078,,
,,46060,32,,2013,0.04999524,,,,,0.31314108,,
,,46060,32,,2014,0.04376251,,,,,0.31793275,,
,,46060,32,,2015,,,,,,0.31625918,,
,,46060,32,,2016,,,,,,0.29640684,,
,,46060,32,,2017,,,,,,0.28979066,,
,,46220,,,2012,,,,,,0.26482213,,
,,46220,,,2013,,,,,,0.2734694,,
,,46220,,,2014,,,,,,0.26309794,,
,,46220,,,2015,,,,,,0.2693182,,
,,46220,,,2016,,,,,,0.2504211,,
,,46220,,,2017,,,,,,0.26445782,,
,,46340,,,2012,,,,,,0.28269795,,
,,46340,,,2013,,,,,,0.26285046,,
,,46340,,,2014,,,,,,0.29646787,,
,,46340,,,2015,,,,,,0.27161863,,
,,46340,,,2016,,,,,,0.2709091,,
,,46340,,,2017,,,,,,0.30747923,,
,,"464. lynchburg, va",,VA,1960,,,,,,0.38671875,,
,,"464. lynchburg, va",,VA,1980,,,,,,0.23716752,,
,,"464. lynchburg, va",,VA,2000,,,,,,0.24101415,,
,,"464. lynchburg, va",,VA,2005,,,,,,0.19932269,,
,,"464. lynchburg, va",,VA,2006,,,,,,0.19831412,,
,,"464. lynchburg, va",,VA,2007,,,,,,0.205977,,
,,"464. lynchburg, va",,VA,2008,,,,,,0.20177487,,
,,"464. lynchburg, va",,VA,2009,,,,,,0.21502836,,
,,"464. lynchburg, va",,VA,2010,,,,,,0.24044447,,
,,"464. lynchburg, va",,VA,2011,,,,,,0.2274678,,
,,46540,,,2012,,,,,,0.24336281,,
,,46540,,,2013,,,,,,0.24825291,,
,,46540,,,2014,,,,,,0.2462261,,
,,46540,,,2015,,,,,,0.23543607,,
,,46540,,,2016,,,,,,0.20689656,,
,,46540,,,2017,,,,,,0.23472223,,
,,46700,,,2012,,,,,,0.3498993,,
,,46700,,,2013,,,,,,0.34166124,,
,,46700,,,2014,,,,,,0.34676903,,
,,46700,,,2015,,,,,,0.3528284,,
,,46700,,,2016,,,,,,0.3435799,,
,,46700,,,2017,,,,,,0.3582702,,
,,"468. macon-warner robins, ga",,GA,1960,,,,,,0.4621824,,
,,"468. macon-warner robins, ga",,GA,1980,,,,,,0.36361745,,
,,"468. macon-warner robins, ga",,GA,1990,,,,-1.0,,0.394319,,-1.0
,,"468. macon-warner robins, ga",,GA,2000,,,,,,0.33337542,,
,,"468. macon-warner robins, ga",,GA,2005,,,,,,0.2802858,,
,,"468. macon-warner robins, ga",,GA,2006,,,,,,0.30310965,,
,,"468. macon-warner robins, ga",,GA,2007,,,,,,0.25335035,,
,,"468. macon-warner robins, ga",,GA,2008,,,,,,0.2863248,,
,,"468. macon-warner robins, ga",,GA,2009,,,,,,0.298924,,
,,"468. macon-warner robins, ga",,GA,2010,,,,,,0.308261,,
,,"468. macon-warner robins, ga",,GA,2011,,,,,,0.36748797,,
,,"472. madison, wi",,WI,1960,,,,,,0.32971603,,
,,"472. madison, wi",,WI,1970,,,,,,0.34137657,,
,,"472. madison, wi",,WI,1980,,,,,,0.32918838,,
,,"472. madison, wi",,WI,1990,,,,-1.0,,0.30149254,,-1.0
,,"472. madison, wi",,WI,2000,,,,inf,,0.2839365,,inf
,,"472. madison, wi",,WI,2005,,,,-0.12952951,,0.23292685,,-0.12952951
,,"472. madison, wi",,WI,2006,,,,0.01005726,,0.19769906,,0.01005726
,,"472. madison, wi",,WI,2007,,,,0.05195406,,0.21076368,,0.05195406
,,"472. madison, wi",,WI,2008,,,,0.03135766,,0.22818792,,0.03135766
,,"472. madison, wi",,WI,2009,,,,0.04181669,,0.2263143,,0.04181669
,,"472. madison, wi",,WI,2010,,,,0.00540789,,0.2395987,,0.00540789
,,"472. madison, wi",,WI,2011,,,,0.07858984,,0.22774258,,0.07858984
,,47260,41,,2012,0.03973421,,,,,0.33261007,,
,,47260,41,,2013,0.04614294,,,0.01569771,,0.3226397,,0.01569771
,,47260,41,,2014,0.04234268,,,0.00531799,,0.32875544,,0.00531799
,,47260,41,,2015,,,,-0.00451003,,0.32768115,,-0.00451003
,,47260,41,,2016,,,,0.00306022,,0.3228088,,0.00306022
,,47260,41,,2017,,,,0.02023154,,0.31073937,,0.02023154
,,47300,,,2012,,,,,,0.40859616,,
,,47300,,,2013,,,,-0.00250111,,0.401084,,-0.00250111
,,47300,,,2014,,,,-0.02526843,,0.3961877,,-0.02526843
,,47300,,,2015,,,,0.02493261,,0.40224123,,0.02493261
,,47300,,,2016,,,,0.07286276,,0.39424548,,0.07286276
,,47300,,,2017,,,,0.01565802,,0.39903265,,0.01565802
,,47380,,,2012,,,,,,0.29886028,,
,,47380,,,2013,,,,,,0.3481944,,
,,47380,,,2014,,,,,,0.32387096,,
,,47380,,,2015,,,,,,0.2912834,,
,,47380,,,2016,,,,,,0.31520396,,
,,47380,,,2017,,,,,,0.2943485,,
,,"476. manchester, nh",,NH,1960,,,,,,0.44060996,,
,,"476. manchester, nh",,NH,1980,,,,,,0.33120278,,
,,"476. manchester, nh",,NH,1990,,,,,,0.40112853,,
,,"476. manchester, nh",,NH,2000,,,,inf,,0.45798817,,inf
,,"476. manchester, nh",,NH,2005,,,,0.02149533,,0.37315437,,0.02149533
,,"476. manchester, nh",,NH,2006,,,,-0.00548948,,0.35236767,,-0.00548948
,,"476. manchester, nh",,NH,2007,,,,-0.00275989,,0.4056338,,-0.00275989
,,"476. manchester, nh",,NH,2008,,,,-0.01291513,,0.4117647,,-0.01291513
,,"476. manchester, nh",,NH,2009,,,,0.02149533,,0.37707183,,0.02149533
,,"476. manchester, nh",,NH,2010,,,,0.00365965,,0.43892616,,0.00365965
,,"476. manchester, nh",,NH,2011,,,,0.00091158,,0.41080403,,0.00091158
,,47900,19,,2012,0.03910159,,,,,0.25692195,,
,,47900,19,,2013,0.0472709,,,0.03703379,,0.26158583,,0.03703379
,,47900,19,,2014,0.04419762,,,0.01342637,,0.25537124,,0.01342637
,,47900,19,,2015,,,,0.04383177,,0.25960106,,0.04383177
,,47900,19,,2016,,,,0.00517518,,0.25284055,,0.00517518
,,47900,19,,2017,,,,-0.01144582,,0.25723296,,-0.01144582
,,"48. asheville, nc",,NC,1980,,,,,,0.2380117,,
,,"48. asheville, nc",,NC,1990,,,,,,0.26544884,,
,,"48. asheville, nc",,NC,2000,,,,,,0.25830224,,
,,"48. asheville, nc",,NC,2005,,,,,,0.23695844,,
,,"48. asheville, nc",,NC,2006,,,,,,0.20844813,,
,,"48. asheville, nc",,NC,2007,,,,,,0.23053098,,
,,"48. asheville, nc",,NC,2008,,,,,,0.24816924,,
,,"48. asheville, nc",,NC,2009,,,,,,0.21644443,,
,,"48. asheville, nc",,NC,2010,,,,,,0.2703568,,
,,"48. asheville, nc",,NC,2011,,,,,,0.30083954,,
,,"480. mansfield, oh",,OH,1980,,,,,,0.22265469,,
,,"480. mansfield, oh",,OH,1990,,,,,,0.23127946,,
,,"480. mansfield, oh",,OH,2000,,,,,,0.25547817,,
,,"480. mansfield, oh",,OH,2005,,,,,,0.20167364,,
,,"480. mansfield, oh",,OH,2006,,,,,,0.18252593,,
,,"480. mansfield, oh",,OH,2007,,,,,,0.18926056,,
,,"480. mansfield, oh",,OH,2008,,,,,,0.23027521,,
,,"480. mansfield, oh",,OH,2009,,,,,,0.25132275,,
,,"480. mansfield, oh",,OH,2010,,,,,,0.25282362,,
,,"480. mansfield, oh",,OH,2011,,,,,,0.2796688,,
,,48140,,,2012,,,,,,0.13588391,,
,,48140,,,2013,,,,,,0.13188976,,
,,48140,,,2014,,,,,,0.1307311,,
,,48140,,,2015,,,,,,0.1352265,,
,,48140,,,2016,,,,,,0.13932869,,
,,48140,,,2017,,,,,,0.13636364,,
,,48300,,,2012,,,,,,0.2552486,,
,,48300,,,2013,,,,,,0.28017718,,
,,48300,,,2014,,,,,,0.25224215,,
,,48300,,,2015,,,,,,0.2554585,,
,,48300,,,2016,,,,,,0.25310734,,
,,48300,,,2017,,,,,,0.26482213,,
,,48620,46,,2012,0.03036401,,,,,0.25536722,,
,,48620,46,,2013,0.04179094,,,,,0.2609489,,
,,48620,46,,2014,0.04229401,,,,,0.28027916,,
,,48620,46,,2015,,,,,,0.26236263,,
,,48620,46,,2016,,,,,,0.26581714,,
,,48620,46,,2017,,,,,,0.2835821,,
,,48660,,,2012,,,,,,0.3365004,,
,,48660,,,2013,,,,,,0.31768388,,
,,48660,,,2014,,,,,,0.3076264,,
,,48660,,,2015,,,,,,0.3265306,,
,,48660,,,2016,,,,,,0.30463037,,
,,48660,,,2017,,,,,,0.3432137,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,1980,,,,,,0.25087082,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,1990,,,,,,0.2467278,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2000,,,,inf,,0.22535802,,inf
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2003,,,,,,0.1956696,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2005,,,,,,0.22445697,,
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2006,,,,0.13038065,,0.21223196,,0.13038065
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2007,,,,-0.09147545,,0.19877452,,-0.09147545
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2008,,,,0.054746,,0.22166246,,0.054746
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2009,,,,-0.06370054,,0.22970942,,-0.06370054
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2010,,,,-0.11282792,,0.2341047,,-0.11282792
,,"488. mcallen-edinburg-pharr-mission, tx",,TX,2011,,,,0.17159763,,0.25183055,,0.17159763
,,"489. medford, or",,OR,1980,,,,,,0.27394506,,
,,"489. medford, or",,OR,1990,,,,,,0.30002972,,
,,"489. medford, or",,OR,2000,,,,,,0.31075802,,
,,"489. medford, or",,OR,2005,,,,,,0.2592152,,
,,"489. medford, or",,OR,2006,,,,,,0.27146313,,
,,"489. medford, or",,OR,2007,,,,,,0.28314996,,
,,"489. medford, or",,OR,2008,,,,,,0.30591103,,
,,"489. medford, or",,OR,2009,,,,,,0.31741235,,
,,"489. medford, or",,OR,2010,,,,,,0.31987768,,
,,"489. medford, or",,OR,2011,,,,,,0.3556797,,
,,48900,,,2012,,,,,,0.30663392,,
,,48900,,,2013,,,,,,0.31454286,,
,,48900,,,2014,,,,,,0.29312763,,
,,48900,,,2015,,,,,,0.30511627,,
,,48900,,,2016,,,,,,0.2849162,,
,,48900,,,2017,,,,,,0.27120104,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,1980,,,,,,0.25491232,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,1990,,,,,,0.27638167,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2000,,,,,,0.23027007,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2005,,,,,,0.17839608,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2006,,,,,,0.16104504,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2007,,,,,,0.1617104,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2008,,,,,,0.18574183,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2009,,,,,,0.20689656,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2010,,,,,,0.21882261,,
,,"490. melbourne-titusville-cocoa-palm bay, fl",,FL,2011,,,,,,0.2410321,,
,,49180,,,2012,,,,,,0.260683,,
,,49180,,,2013,,,,,,0.25260887,,
,,49180,,,2014,,,,,,0.27157858,,
,,49180,,,2015,,,,,,0.2578292,,
,,49180,,,2016,,,,,,0.25775492,,
,,49180,,,2017,,,,,,0.256857,,
,,"492. memphis, tn/ar/ms",,,1960,,,,,,0.41664687,,
,,"492. memphis, tn/ar/ms",,,1970,,,,,,0.40005797,,
,,"492. memphis, tn/ar/ms",25,,1980,0.01656073,,,,,0.3627583,,
,,"492. memphis, tn/ar/ms",25,,1981,0.00872404,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1982,0.00833922,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1983,0.01837616,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1984,0.02062621,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1985,0.02604987,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1986,0.02970337,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1987,0.02639847,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1988,0.02413484,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1989,0.0240941,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1990,0.02066243,,,,,0.35345444,,
,,"492. memphis, tn/ar/ms",25,,1991,0.02126003,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1992,0.02745332,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1993,0.03174517,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1994,0.03101628,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1995,0.03243331,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1996,0.0282456,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1997,0.02913294,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1998,0.0345566,,,,,,,
,,"492. memphis, tn/ar/ms",25,,1999,0.0360008,,,,,,,
,,"492. memphis, tn/ar/ms",25,,2000,0.027399,,,,,0.30612558,,
,,"492. memphis, tn/ar/ms",25,,2001,0.02746238,,,,,,,
,,"492. memphis, tn/ar/ms",25,,2002,0.03204397,,,,,,,
,,"492. memphis, tn/ar/ms",25,,2003,0.03869452,,,,,,,
,,"492. memphis, tn/ar/ms",25,,2004,0.04024737,,,,,,,
,,"492. memphis, tn/ar/ms",25,,2005,0.04395972,,,,,0.2559343,,
,,"492. memphis, tn/ar/ms",25,,2006,0.03900238,,,0.00579336,,0.24982265,,0.00579336
,,"492. memphis, tn/ar/ms",25,,2007,0.02569674,,,-0.03445747,,0.24214505,,-0.03445747
,,"492. memphis, tn/ar/ms",25,,2008,0.01057116,,,0.02245547,,0.26635513,,0.02245547
,,"492. memphis, tn/ar/ms",25,,2009,0.0071078,,,0.0680551,,0.28973034,,0.0680551
,,"492. memphis, tn/ar/ms",25,,2010,0.00748357,,,-0.01506392,,0.30193236,,-0.01506392
,,"492. memphis, tn/ar/ms",25,,2011,0.00744735,,,0.09648723,,0.3263269,,0.09648723
,,49340,,,2012,,,,,,0.223476,,
,,49340,,,2013,,,,-0.02781959,,0.23096642,,-0.02781959
,,49340,,,2014,,,,0.02105953,,0.22259521,,0.02105953
,,49340,,,2015,,,,0.00453275,,0.22009695,,0.00453275
,,49340,,,2016,,,,-0.01254869,,0.2277446,,-0.01254869
,,49340,,,2017,,,,0.01596581,,0.22527756,,0.01596581
,,"494. merced, ca",,CA,1990,,,,,,0.4335048,,
,,"494. merced, ca",,CA,2000,,,,,,0.39215183,,
,,"494. merced, ca",,CA,2005,,,,,,0.32,,
,,"494. merced, ca",,CA,2006,,,,,,0.3377886,,
,,"494. merced, ca",,CA,2007,,,,,,0.37564617,,
,,"494. merced, ca",,CA,2008,,,,,,0.35133564,,
,,"494. merced, ca",,CA,2009,,,,,,0.40853333,,
,,"494. merced, ca",,CA,2010,,,,,,0.3895514,,
,,"494. merced, ca",,CA,2011,,,,,,0.42896476,,
,,49420,,,2012,,,,,,0.31908238,,
,,49420,,,2013,,,,,,0.31128404,,
,,49420,,,2014,,,,,,0.30861506,,
,,49420,,,2015,,,,,,0.3205791,,
,,49420,,,2016,,,,,,0.2983826,,
,,49420,,,2017,,,,,,0.33670753,,
,,49620,,,2012,,,,,,0.19941434,,
,,49620,,,2013,,,,,,0.19071262,,
,,49620,,,2014,,,,,,0.18213867,,
,,49620,,,2015,,,,,,0.19862229,,
,,49620,,,2016,,,,,,0.19134077,,
,,49620,,,2017,,,,,,0.21605279,,
,,49660,,,2012,,,,,,0.23250335,,
,,49660,,,2013,,,,,,0.2259407,,
,,49660,,,2014,,,,,,0.21556991,,
,,49660,,,2015,,,,,,0.20755684,,
,,49660,,,2016,,,,,,0.22216414,,
,,49660,,,2017,,,,,,0.22312587,,
,,49700,,,2012,,,,,,0.3753521,,
,,49700,,,2013,,,,,,0.365371,,
,,49700,,,2014,,,,,,0.35622025,,
,,49700,,,2015,,,,,,0.36350256,,
,,49700,,,2016,,,,,,0.38603696,,
,,49700,,,2017,,,,,,0.34890303,,
,,49740,,,2012,,,,,,0.2909216,,
,,49740,,,2013,,,,,,0.26464906,,
,,49740,,,2014,,,,,,0.28219178,,
,,49740,,,2015,,,,,,0.30945346,,
,,49740,,,2016,,,,,,0.28746396,,
,,49740,,,2017,,,,,,0.32185525,,
,,"50. athens, ga",,GA,1980,,,,,,0.3457312,,
,,"50. athens, ga",,GA,2000,,,,,,0.3675922,,
,,"50. athens, ga",,GA,2005,,,,,,0.34913793,,
,,"50. athens, ga",,GA,2006,,,,,,0.32177034,,
,,"50. athens, ga",,GA,2007,,,,,,0.30280048,,
,,"50. athens, ga",,GA,2008,,,,,,0.32545117,,
,,"50. athens, ga",,GA,2009,,,,,,0.32604736,,
,,"50. athens, ga",,GA,2010,,,,,,0.33353734,,
,,"50. athens, ga",,GA,2011,,,,,,0.34637135,,
,,"500. miami-hialeah, fl",,FL,1960,,,,,,0.32221165,,
,,"500. miami-hialeah, fl",,FL,1970,,,,,,0.34544817,,
,,"500. miami-hialeah, fl",38,FL,1980,0.02341986,,,,,0.347107,,
,,"500. miami-hialeah, fl",38,FL,1981,0.01590307,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1982,0.00857448,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1983,0.01991553,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1984,0.02316766,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1985,0.04106568,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1986,0.05266268,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1987,0.05457105,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1988,0.05682571,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1989,0.05722094,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1990,0.03963534,,,,,0.3457505,,
,,"500. miami-hialeah, fl",38,FL,1991,0.03411349,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1992,0.04603421,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1993,0.05872278,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1994,0.06302508,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1995,0.05847812,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1996,0.05038544,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1997,0.04759252,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1998,0.05311813,,,,,,,
,,"500. miami-hialeah, fl",38,FL,1999,0.05742043,,,,,,,
,,"500. miami-hialeah, fl",38,FL,2000,0.05705532,,,,,0.3446526,,
,,"500. miami-hialeah, fl",38,FL,2001,0.0568483,,,,,,,
,,"500. miami-hialeah, fl",38,FL,2002,0.04546584,,,,,,,
,,"500. miami-hialeah, fl",38,FL,2003,0.0886055,,,,,,,
,,"500. miami-hialeah, fl",38,FL,2004,0.09279487,,,,,,,
,,"500. miami-hialeah, fl",38,FL,2005,0.08363697,,,,,0.28309393,,
,,"500. miami-hialeah, fl",38,FL,2006,0.05551959,,,-0.02104406,,0.28538764,,-0.02104406
,,"500. miami-hialeah, fl",38,FL,2007,0.02672845,,,-0.08931414,,0.28909343,,-0.08931414
,,"500. miami-hialeah, fl",38,FL,2008,0.01231594,,,0.0452525,,0.29986098,,0.0452525
,,"500. miami-hialeah, fl",38,FL,2009,0.00861589,,,0.31595328,,0.33694163,,0.31595328
,,"500. miami-hialeah, fl",38,FL,2010,0.01193577,,,-0.04271498,,0.3308501,,-0.04271498
,,"500. miami-hialeah, fl",38,FL,2011,0.01619666,,,0.09165697,,0.3445604,,0.09165697
,,"504. midland, tx",,TX,1960,,,,,,0.27043638,,
,,"504. midland, tx",,TX,1990,,,,,,0.28504983,,
,,"508. milwaukee, wi",,WI,1960,,,,,,0.37168813,,
,,"508. milwaukee, wi",,WI,1970,,,,,,0.32250786,,
,,"508. milwaukee, wi",30,WI,1980,0.0058556,,,,,0.31445974,,
,,"508. milwaukee, wi",30,WI,1981,0.00414785,,,,,,,
,,"508. milwaukee, wi",30,WI,1982,0.00341878,,,,,,,
