fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,"396. lake charles, la",,LA,2007,,,,,,0.2106523,,
,,"396. lake charles, la",,LA,2008,,,,,,0.20309599,,
,,"396. lake charles, la",,LA,2009,,,,,,0.20135745,,
,,"396. lake charles, la",,LA,2010,,,,,,0.20437956,,
,,"396. lake charles, la",,LA,2011,,,,,,0.24296007,,
,,39740,,,2012,,,,,,0.2037037,,
,,39740,,,2013,,,,,,0.18592817,,
,,39740,,,2014,,,,,,0.20887648,,
,,39740,,,2015,,,,,,0.18522042,,
,,39740,,,2016,,,,,,0.1989431,,
,,39740,,,2017,,,,,,0.1923194,,
,,"398. lakeland-winterhaven, fl",,FL,1980,,,,,,0.26819924,,
,,"398. lakeland-winterhaven, fl",,FL,1990,,,,,,0.27849722,,
,,"398. lakeland-winterhaven, fl",,FL,2000,,,,,,0.25102597,,
,,"398. lakeland-winterhaven, fl",,FL,2003,,,,,,0.18399532,,
,,"398. lakeland-winterhaven, fl",,FL,2005,,,,,,0.20382048,,
,,"398. lakeland-winterhaven, fl",,FL,2006,,,,,,0.22187003,,
,,"398. lakeland-winterhaven, fl",,FL,2007,,,,,,0.2018545,,
,,"398. lakeland-winterhaven, fl",,FL,2008,,,,,,0.24264446,,
,,"398. lakeland-winterhaven, fl",,FL,2009,,,,,,0.21971937,,
,,"398. lakeland-winterhaven, fl",,FL,2010,,,,,,0.261629,,
,,"398. lakeland-winterhaven, fl",,FL,2011,,,,,,0.27120474,,
,,39820,,,2012,,,,,,0.3194819,,
,,39820,,,2013,,,,,,0.3278237,,
,,39820,,,2014,,,,,,0.30164632,,
,,39820,,,2015,,,,,,0.3096976,,
,,39820,,,2016,,,,,,0.2840671,,
,,39820,,,2017,,,,,,0.2716115,,
,,39900,,,2012,,,,,,0.34904605,,
,,39900,,,2013,,,,,,0.35364497,,
,,39900,,,2014,,,,,,0.35102925,,
,,39900,,,2015,,,,,,0.33998892,,
,,39900,,,2016,,,,,,0.32101807,,
,,39900,,,2017,,,,,,0.3202409,,
,,"4. abilene, tx",,TX,1960,,,,,,0.34507817,,
,,"4. abilene, tx",,TX,1980,,,,,,0.3054699,,
,,"4. abilene, tx",,TX,1990,,,,,,0.32174066,,
,,"4. abilene, tx",,TX,2000,,,,,,0.33338934,,
,,"4. abilene, tx",,TX,2005,,,,,,0.3222061,,
,,"4. abilene, tx",,TX,2006,,,,,,0.29032257,,
,,"4. abilene, tx",,TX,2007,,,,,,0.27640846,,
,,"4. abilene, tx",,TX,2008,,,,,,0.28770706,,
,,"4. abilene, tx",,TX,2009,,,,,,0.30963096,,
,,"4. abilene, tx",,TX,2010,,,,,,0.32943144,,
,,"4. abilene, tx",,TX,2011,,,,,,0.29805014,,
,,"40. anderson, in",,IN,1980,,,,,,0.22100195,,
,,"40. anderson, in",,IN,1990,,,,,,0.23041543,,
,,"400. lancaster, pa",,PA,1960,,,,,,0.31264246,,
,,"400. lancaster, pa",,PA,1970,,,,,,0.27257356,,
,,"400. lancaster, pa",,PA,1980,,,,,,0.2577635,,
,,"400. lancaster, pa",,PA,1990,,,,,,0.25281256,,
,,"400. lancaster, pa",,PA,2000,,,,,,0.23677234,,
,,"400. lancaster, pa",,PA,2003,,,,,,0.21530612,,
,,"400. lancaster, pa",,PA,2005,,,,,,0.21882059,,
,,"400. lancaster, pa",,PA,2006,,,,,,0.20131932,,
,,"400. lancaster, pa",,PA,2007,,,,,,0.1974326,,
,,"400. lancaster, pa",,PA,2008,,,,,,0.2132484,,
,,"400. lancaster, pa",,PA,2009,,,,,,0.2221393,,
,,"400. lancaster, pa",,PA,2010,,,,,,0.21323712,,
,,"400. lancaster, pa",,PA,2011,,,,,,0.22031996,,
,,40060,,,2012,,,,,,0.26193023,,
,,40060,,,2013,,,,0.10944282,,0.27831778,,0.10944282
,,40060,,,2014,,,,-0.01397897,,0.2761108,,-0.01397897
,,40060,,,2015,,,,0.02960046,,0.27429378,,0.02960046
,,40060,,,2016,,,,-0.03886071,,0.2740831,,-0.03886071
,,40060,,,2017,,,,0.05502088,,0.27482,,0.05502088
,,40140,,,2012,,,,,,0.3313865,,
,,40140,,,2013,,,,0.04790819,,0.33275858,,0.04790819
,,40140,,,2014,,,,-0.00440922,,0.3367756,,-0.00440922
,,40140,,,2015,,,,-0.03256794,,0.33115953,,-0.03256794
,,40140,,,2016,,,,0.06027794,,0.3378948,,0.06027794
,,40140,,,2017,,,,-0.00598001,,0.3204368,,-0.00598001
,,40220,,,2012,,,,,,0.22638787,,
,,40220,,,2013,,,,,,0.23582523,,
,,40220,,,2014,,,,,,0.24047536,,
,,40220,,,2015,,,,,,0.23518851,,
,,40220,,,2016,,,,,,0.2328369,,
,,40220,,,2017,,,,,,0.24330118,,
,,40380,,,2012,,,,,,0.23408836,,
,,40380,,,2013,,,,-0.0563002,,0.22032341,,-0.0563002
,,40380,,,2014,,,,-0.00153836,,0.23000552,,-0.00153836
,,40380,,,2015,,,,-0.04984586,,0.229281,,-0.04984586
,,40380,,,2016,,,,0.00341168,,0.22393964,,0.00341168
,,40380,,,2017,,,,-0.06424283,,0.22340712,,-0.06424283
,,"404. lansing-e. lansing, mi",,MI,1960,,,,,,0.2146474,,
,,"404. lansing-e. lansing, mi",,MI,1970,,,,,,0.24484847,,
,,"404. lansing-e. lansing, mi",,MI,1980,,,,,,0.27926514,,
,,"404. lansing-e. lansing, mi",,MI,1990,,,,-0.12113061,,0.24769063,,-0.12113061
,,"404. lansing-e. lansing, mi",,MI,2000,,,,-0.12727043,,0.2159547,,-0.12727043
,,"404. lansing-e. lansing, mi",,MI,2003,,,,,,0.21177801,,
,,"404. lansing-e. lansing, mi",,MI,2005,,,,,,0.172071,,
,,"404. lansing-e. lansing, mi",,MI,2006,,,,-0.1333263,,0.18821838,,-0.1333263
,,"404. lansing-e. lansing, mi",,MI,2007,,,,0.04327634,,0.19267198,,0.04327634
,,"404. lansing-e. lansing, mi",,MI,2008,,,,-0.07155124,,0.19821341,,-0.07155124
,,"404. lansing-e. lansing, mi",,MI,2009,,,,0.0075755,,0.2014151,,0.0075755
,,"404. lansing-e. lansing, mi",,MI,2010,,,,0.10193851,,0.21306413,,0.10193851
,,"404. lansing-e. lansing, mi",,MI,2011,,,,0.03124273,,0.22883846,,0.03124273
,,40420,,,2012,,,,,,0.25009167,,
,,40420,,,2013,,,,,,0.241033,,
,,40420,,,2014,,,,,,0.29177523,,
,,40420,,,2015,,,,,,0.23917995,,
,,40420,,,2016,,,,,,0.2754315,,
,,40420,,,2017,,,,,,0.2517304,,
,,40580,,,2012,,,,,,0.2725208,,
,,40580,,,2013,,,,,,0.2759434,,
,,40580,,,2014,,,,,,0.29009977,,
,,40580,,,2015,,,,,,0.29707113,,
,,40580,,,2016,,,,,,0.2925117,,
,,40580,,,2017,,,,,,0.31665298,,
,,"408. laredo, tx",,TX,1960,,,,,,0.36363637,,
,,"408. laredo, tx",,TX,2000,,,,,,0.29750937,,
,,"408. laredo, tx",,TX,2003,,,,,,0.2542735,,
,,"408. laredo, tx",,TX,2005,,,,,,0.28486204,,
,,"408. laredo, tx",,TX,2006,,,,0.04716073,,0.2579972,,0.04716073
,,"408. laredo, tx",,TX,2007,,,,0.00919118,,0.24494068,,0.00919118
,,"408. laredo, tx",,TX,2008,,,,0.00273224,,0.26802096,,0.00273224
,,"408. laredo, tx",,TX,2009,,,,0.02815622,,0.2696477,,0.02815622
,,"408. laredo, tx",,TX,2010,,,,0.04770318,,0.302714,,0.04770318
,,"408. laredo, tx",,TX,2011,,,,0.01770658,,0.3323263,,0.01770658
,,40900,34,,2012,0.02685196,,,,,0.33506712,,
,,40900,34,,2013,0.03336696,,,0.08680702,,0.34126455,,0.08680702
,,40900,34,,2014,0.03482836,,,-0.0279757,,0.34866643,,-0.0279757
,,40900,34,,2015,,,,0.05204757,,0.3420528,,0.05204757
,,40900,34,,2016,,,,0.0134056,,0.3209735,,0.0134056
,,40900,34,,2017,,,,-0.03628396,,0.32011005,,-0.03628396
,,40980,,,2012,,,,,,0.19655357,,
,,40980,,,2013,,,,,,0.17851149,,
,,40980,,,2014,,,,,,0.16804866,,
,,40980,,,2015,,,,,,0.1956397,,
,,40980,,,2016,,,,,,0.18928164,,
,,40980,,,2017,,,,,,0.1977716,,
,,"410. las cruces, nm",,NM,1990,,,,,,0.30302498,,
,,"410. las cruces, nm",,NM,2000,,,,,,0.28694582,,
,,"410. las cruces, nm",,NM,2003,,,,,,0.237581,,
,,"410. las cruces, nm",,NM,2005,,,,,,0.27572966,,
,,"410. las cruces, nm",,NM,2006,,,,,,0.2585034,,
,,"410. las cruces, nm",,NM,2007,,,,,,0.23619372,,
,,"410. las cruces, nm",,NM,2008,,,,,,0.27169505,,
,,"410. las cruces, nm",,NM,2009,,,,,,0.28244275,,
,,"410. las cruces, nm",,NM,2010,,,,,,0.31122833,,
,,"410. las cruces, nm",,NM,2011,,,,,,0.28368795,,
,,41100,,,2012,,,,,,0.29016554,,
,,41100,,,2013,,,,,,0.26534653,,
,,41100,,,2014,,,,,,0.2839879,,
,,41100,,,2015,,,,,,0.28797764,,
,,41100,,,2016,,,,,,0.26248673,,
,,41100,,,2017,,,,,,0.28857142,,
,,41140,,,2012,,,,,,0.23608018,,
,,41140,,,2013,,,,,,0.23832925,,
,,41140,,,2014,,,,,,0.25,,
,,41140,,,2015,,,,,,0.2394822,,
,,41140,,,2016,,,,,,0.24358974,,
,,41140,,,2017,,,,,,0.2458143,,
,,41180,,,2012,,,,,,0.22899604,,
,,41180,,,2013,,,,-0.05765125,,0.22570571,,-0.05765125
,,41180,,,2014,,,,-0.00393859,,0.2215106,,-0.00393859
,,41180,,,2015,,,,-0.01753447,,0.2256526,,-0.01753447
,,41180,,,2016,,,,-0.03358707,,0.22236627,,-0.03358707
,,41180,,,2017,,,,-0.02730022,,0.21664238,,-0.02730022
,,"412. las vegas, nv",,NV,1960,,,,,,0.37565675,,
,,"412. las vegas, nv",,NV,1970,,,,,,0.35042357,,
,,"412. las vegas, nv",27,NV,1980,0.01899809,,,,,0.33575505,,
,,"412. las vegas, nv",27,NV,1981,0.02031676,,,,,,,
,,"412. las vegas, nv",27,NV,1982,0.01413521,,,,,,,
,,"412. las vegas, nv",27,NV,1983,0.02935774,,,,,,,
,,"412. las vegas, nv",27,NV,1984,0.02116811,,,,,,,
,,"412. las vegas, nv",27,NV,1985,0.02325484,,,,,,,
,,"412. las vegas, nv",27,NV,1986,0.03247628,,,,,,,
,,"412. las vegas, nv",27,NV,1987,0.03333226,,,,,,,
,,"412. las vegas, nv",27,NV,1988,0.04382146,,,,,,,
,,"412. las vegas, nv",27,NV,1989,0.05865533,,,,,,,
,,"412. las vegas, nv",27,NV,1990,0.05182601,,,,,0.4063947,,
,,"412. las vegas, nv",27,NV,1991,0.05812786,,,,,,,
,,"412. las vegas, nv",27,NV,1992,0.04656521,,,,,,,
,,"412. las vegas, nv",27,NV,1993,0.08080434,,,,,,,
,,"412. las vegas, nv",27,NV,1994,0.09368103,,,,,,,
,,"412. las vegas, nv",27,NV,1995,0.09282506,,,,,,,
,,"412. las vegas, nv",27,NV,1996,0.09491179,,,,,,,
,,"412. las vegas, nv",27,NV,1997,0.09510612,,,,,,,
,,"412. las vegas, nv",27,NV,1998,0.10007079,,,,,,,
,,"412. las vegas, nv",27,NV,1999,0.10097304,,,,,,,
,,"412. las vegas, nv",27,NV,2000,0.10720086,,,,,0.3597805,,
,,"412. las vegas, nv",27,NV,2001,0.11110134,,,,,,,
,,"412. las vegas, nv",27,NV,2002,0.11429391,,,,,,,
,,"412. las vegas, nv",27,NV,2003,0.12656447,,,,,,,
,,"412. las vegas, nv",27,NV,2004,0.14686273,,,,,,,
,,"412. las vegas, nv",27,NV,2005,0.14102356,,,,,0.31276062,,
,,"412. las vegas, nv",27,NV,2006,0.09989497,,,0.0613664,,0.31353208,,0.0613664
,,"412. las vegas, nv",27,NV,2007,0.06158416,,,-0.00498759,,0.32270077,,-0.00498759
,,"412. las vegas, nv",27,NV,2008,0.02702115,,,0.03985367,,0.33083183,,0.03985367
,,"412. las vegas, nv",27,NV,2009,0.01747584,,,-0.00213967,,0.34542784,,-0.00213967
,,"412. las vegas, nv",27,NV,2010,0.0213902,,,-0.01257866,,0.37524232,,-0.01257866
,,"412. las vegas, nv",27,NV,2011,0.01766091,,,0.01548475,,0.39544392,,0.01548475
,,41500,,,2012,,,,,,0.41618496,,
,,41500,,,2013,,,,0.01552118,,0.4193346,,0.01552118
,,41500,,,2014,,,,0.01019455,,0.42098653,,0.01019455
,,41500,,,2015,,,,-0.05832905,,0.43216375,,-0.05832905
,,41500,,,2016,,,,-0.01996018,,0.42267725,,-0.01996018
,,41500,,,2017,,,,0.05091161,,0.3999399,,0.05091161
,,41540,,,2012,,,,,,0.20766515,,
,,41540,,,2013,,,,,,0.22548223,,
,,41540,,,2014,,,,,,0.21297494,,
,,41540,,,2015,,,,,,0.20996349,,
,,41540,,,2016,,,,,,0.20177563,,
,,41540,,,2017,,,,,,0.18332443,,
,,41620,,,2012,,,,,,0.22010475,,
,,41620,,,2013,,,,,,0.22178692,,
,,41620,,,2014,,,,,,0.2211838,,
,,41620,,,2015,,,,,,0.2226743,,
,,41620,,,2016,,,,,,0.21585391,,
,,41620,,,2017,,,,,,0.20451654,,
,,41660,,,2012,,,,,,0.3272921,,
,,41660,,,2013,,,,,,0.2731183,,
,,41660,,,2014,,,,,,0.2709251,,
,,41660,,,2015,,,,,,0.28270042,,
,,41660,,,2016,,,,,,0.27646455,,
,,41660,,,2017,,,,,,0.25745526,,
,,41700,7,,2012,0.04660424,,,,,0.2976439,,
,,41700,7,,2013,0.05322676,,,,,0.29275078,,
,,41700,7,,2014,0.05681662,,,,,0.29848748,,
,,41700,7,,2015,,,,,,0.29370508,,
,,41700,7,,2016,,,,,,0.29356545,,
,,41700,7,,2017,,,,,,0.28428927,,
,,41740,8,,2012,0.0165382,,,,,0.39083812,,
,,41740,8,,2013,0.01930836,,,,,0.38669488,,
,,41740,8,,2014,0.01872121,,,,,0.38980532,,
,,41740,8,,2015,,,,,,0.3926226,,
,,41740,8,,2016,,,,,,0.38364235,,
,,41740,8,,2017,,,,,,0.3729193,,
,,41860,14,,2012,0.01685298,,,,,0.35968775,,
,,41860,14,,2013,0.01992409,,,0.03403291,,0.3561738,,0.03403291
,,41860,14,,2014,0.02023447,,,0.05424737,,0.36395675,,0.05424737
,,41860,14,,2015,,,,0.00533389,,0.36425793,,0.00533389
,,41860,14,,2016,,,,0.00032014,,0.3590678,,0.00032014
,,41860,14,,2017,,,,0.02592373,,0.35882175,,0.02592373
,,41940,10,,2012,0.02132344,,,,,0.32383206,,
,,41940,10,,2013,0.02656552,,,-0.07020407,,0.32562482,,-0.07020407
,,41940,10,,2014,0.02643766,,,0.0610285,,0.32902825,,0.0610285
,,41940,10,,2015,,,,0.06073833,,0.32457304,,0.06073833
,,41940,10,,2016,,,,-0.03237058,,0.31769177,,-0.03237058
,,41940,10,,2017,,,,0.01665814,,0.31898552,,0.01665814
,,"420. lawton, ok",,OK,1980,,,,,,0.3645507,,
,,42020,,,2012,,,,,,0.36354375,,
,,42020,,,2013,,,,,,0.35785785,,
,,42020,,,2014,,,,,,0.3269905,,
,,42020,,,2015,,,,,,0.3136863,,
,,42020,,,2016,,,,,,0.31916997,,
,,42020,,,2017,,,,,,0.33583584,,
,,42100,,,2012,,,,,,0.35892007,,
,,42100,,,2013,,,,,,0.2855615,,
,,42100,,,2014,,,,,,0.31397173,,
,,42100,,,2015,,,,,,0.33124018,,
,,42100,,,2016,,,,,,0.31288034,,
,,42100,,,2017,,,,,,0.27554348,,
,,42140,,,2012,,,,,,0.24129196,,
,,42140,,,2013,,,,,,0.23487961,,
,,42140,,,2014,,,,,,0.2652819,,
,,42140,,,2015,,,,,,0.2308143,,
,,42140,,,2016,,,,,,0.25399753,,
,,42140,,,2017,,,,,,0.26927784,,
,,42200,,,2012,,,,,,0.39993307,,
,,42200,,,2013,,,,,,0.40559676,,
,,42200,,,2014,,,,,,0.4002587,,
,,42200,,,2015,,,,,,0.4083467,,
,,42200,,,2016,,,,,,0.40352044,,
,,42200,,,2017,,,,,,0.4097685,,
,,42220,,,2012,,,,,,0.30648482,,
,,42220,,,2013,,,,,,0.32697758,,
,,42220,,,2014,,,,,,0.31920394,,
,,42220,,,2015,,,,,,0.33316314,,
,,42220,,,2016,,,,,,0.30765358,,
,,42220,,,2017,,,,,,0.3121913,,
,,42540,,,2012,,,,,,0.23026869,,
,,42540,,,2013,,,,,,0.23698571,,
,,42540,,,2014,,,,,,0.22013947,,
,,42540,,,2015,,,,,,0.2257361,,
,,42540,,,2016,,,,,,0.22276388,,
,,42540,,,2017,,,,,,0.24653216,,
,,42660,17,,2012,0.04701696,,,,,0.28416634,,
,,42660,17,,2013,0.05125883,,,0.0913513,,0.2944923,,0.0913513
,,42660,17,,2014,0.05062781,,,-0.00583287,,0.2893448,,-0.00583287
,,42660,17,,2015,,,,0.05285519,,0.28671202,,0.05285519
,,42660,17,,2016,,,,0.03694249,,0.2905082,,0.03694249
,,42660,17,,2017,,,,0.01088392,,0.28231174,,0.01088392
,,42680,,,2012,,,,,,0.17781852,,
,,42680,,,2013,,,,,,0.24190801,,
,,42680,,,2014,,,,,,0.23420797,,
,,42680,,,2015,,,,,,0.21699817,,
,,42680,,,2016,,,,,,0.20631789,,
,,42680,,,2017,,,,,,0.16666667,,
,,"428. lexington-fayette, ky",,KY,1960,,,,,,0.41648403,,
,,"428. lexington-fayette, ky",,KY,1980,,,,,,0.39482677,,
,,"428. lexington-fayette, ky",,KY,1990,,,,0.21047851,,0.38320312,,0.21047851
,,"428. lexington-fayette, ky",,KY,2000,,,,0.15572316,,0.36326897,,0.15572316
,,"428. lexington-fayette, ky",,KY,2005,,,,-0.01957774,,0.30281052,,-0.01957774
,,"428. lexington-fayette, ky",,KY,2006,,,,0.06029757,,0.29216045,,0.06029757
,,"428. lexington-fayette, ky",,KY,2007,,,,0.03028065,,0.29511866,,0.03028065
,,"428. lexington-fayette, ky",,KY,2008,,,,0.01111111,,0.29359823,,0.01111111
,,"428. lexington-fayette, ky",,KY,2009,,,,0.05104573,,0.31764707,,0.05104573
,,"428. lexington-fayette, ky",,KY,2010,,,,0.0010118,,0.33575648,,0.0010118
,,"428. lexington-fayette, ky",,KY,2011,,,,0.01617251,,0.32686415,,0.01617251
,,43100,,,2012,,,,,,0.16935484,,
,,43100,,,2013,,,,,,0.17545542,,
,,43100,,,2014,,,,,,0.16747808,,
,,43100,,,2015,,,,,,0.16304348,,
,,43100,,,2016,,,,,,0.18476193,,
,,43100,,,2017,,,,,,0.17304017,,
,,"432. lima, oh",,OH,1960,,,,,,0.3448416,,
,,"432. lima, oh",,OH,1980,,,,,,0.19170862,,
,,"432. lima, oh",,OH,1990,,,,,,0.24297339,,
,,"432. lima, oh",,OH,2000,,,,,,0.22718851,,
,,"432. lima, oh",,OH,2005,,,,,,0.21573034,,
,,"432. lima, oh",,OH,2006,,,,,,0.15447155,,
,,"432. lima, oh",,OH,2007,,,,,,0.1935847,,
,,"432. lima, oh",,OH,2008,,,,,,0.22164948,,
,,"432. lima, oh",,OH,2009,,,,,,0.208981,,
,,"432. lima, oh",,OH,2010,,,,,,0.21356335,,
,,"432. lima, oh",,OH,2011,,,,,,0.22868006,,
,,43340,,,2012,,,,,,0.3321343,,
,,43340,,,2013,,,,,,0.3170875,,
,,43340,,,2014,,,,,,0.34410197,,
,,43340,,,2015,,,,,,0.32651833,,
,,43340,,,2016,,,,,,0.33354017,,
,,43340,,,2017,,,,,,0.33353734,,
,,"436. lincoln, ne",,NE,1960,,,,,,0.3611797,,
,,"436. lincoln, ne",,NE,1980,,,,,,0.29961833,,
,,"436. lincoln, ne",,NE,1990,,,,,,0.29565343,,
,,"436. lincoln, ne",,NE,2000,,,,inf,,0.2915159,,inf
,,"436. lincoln, ne",,NE,2005,,,,0.00221631,,0.24069628,,0.00221631
,,"436. lincoln, ne",,NE,2006,,,,0.05395843,,0.2300779,,0.05395843
,,"436. lincoln, ne",,NE,2007,,,,0.05203525,,0.23887324,,0.05203525
,,"436. lincoln, ne",,NE,2008,,,,0.00319107,,0.22967593,,0.00319107
,,"436. lincoln, ne",,NE,2009,,,,0.00994036,,0.26550168,,0.00994036
,,"436. lincoln, ne",,NE,2010,,,,0.01968504,,0.283176,,0.01968504
,,"436. lincoln, ne",,NE,2011,,,,0.01312741,,0.2859813,,0.01312741
,,43900,,,2012,,,,,,0.27872583,,
,,43900,,,2013,,,,,,0.25243855,,
,,43900,,,2014,,,,,,0.2718484,,
,,43900,,,2015,,,,,,0.26889145,,
,,43900,,,2016,,,,,,0.2374481,,
,,43900,,,2017,,,,,,0.23822527,,
,,"44. ann arbor, mi",,MI,1960,,,,,,0.2845517,,
,,"44. ann arbor, mi",,MI,1980,,,,,,0.37573963,,
,,"44. ann arbor, mi",,MI,1990,,,,-0.16726806,,0.31572688,,-0.16726806
,,"44. ann arbor, mi",,MI,2000,,,,-0.34217687,,0.2247596,,-0.34217687
,,"44. ann arbor, mi",,MI,2005,,,,-0.37794777,,0.15423134,,-0.37794777
,,"44. ann arbor, mi",,MI,2006,,,,0.28082228,,0.16188055,,0.28082228
,,"44. ann arbor, mi",,MI,2007,,,,0.07133009,,0.16580439,,0.07133009
,,"44. ann arbor, mi",,MI,2008,,,,-0.06214021,,0.17771442,,-0.06214021
,,"44. ann arbor, mi",,MI,2009,,,,0.05384524,,0.18439716,,0.05384524
,,"44. ann arbor, mi",,MI,2010,,,,0.01091926,,0.19661944,,0.01091926
,,"44. ann arbor, mi",,MI,2011,,,,0.00964254,,0.20131677,,0.00964254
,,"440. little rock-n. little rock, ar",,AR,1960,,,,,,0.4084976,,
,,"440. little rock-n. little rock, ar",,AR,1970,,,,,,0.32,,
,,"440. little rock-n. little rock, ar",,AR,1980,,,,,,0.30742544,,
,,"440. little rock-n. little rock, ar",,AR,1990,,,,-1.0,,0.30584738,,-1.0
,,"440. little rock-n. little rock, ar",,AR,2000,,,,inf,,0.29400462,,inf
,,"440. little rock-n. little rock, ar",,AR,2005,,,,-0.1061619,,0.22957346,,-0.1061619
,,"440. little rock-n. little rock, ar",,AR,2006,,,,0.09828376,,0.23172127,,0.09828376
,,"440. little rock-n. little rock, ar",,AR,2007,,,,0.0444178,,0.24413666,,0.0444178
,,"440. little rock-n. little rock, ar",,AR,2008,,,,-0.07545323,,0.25252342,,-0.07545323
,,"440. little rock-n. little rock, ar",,AR,2009,,,,0.03017137,,0.24348152,,0.03017137
,,"440. little rock-n. little rock, ar",,AR,2010,,,,0.05225197,,0.26004344,,0.05225197
,,"440. little rock-n. little rock, ar",,AR,2011,,,,-0.12258254,,0.25192073,,-0.12258254
,,44060,,,2012,,,,,,0.27964082,,
,,44060,,,2013,,,,,,0.28031954,,
,,44060,,,2014,,,,,,0.294318,,
,,44060,,,2015,,,,,,0.2924786,,
,,44060,,,2016,,,,,,0.27985802,,
,,44060,,,2017,,,,,,0.2831663,,
,,"441. long branch-asbury park, nj",,NJ,1980,,,,,,0.22254997,,
,,44100,,,2012,,,,,,0.2303342,,
,,44100,,,2013,,,,,,0.23162696,,
,,44100,,,2014,,,,,,0.22666667,,
,,44100,,,2015,,,,,,0.22980164,,
,,44100,,,2016,,,,,,0.21881188,,
,,44100,,,2017,,,,,,0.20195597,,
,,44140,,,2012,,,,,,0.25344646,,
,,44140,,,2013,,,,-0.08690687,,0.23884514,,-0.08690687
,,44140,,,2014,,,,0.05216832,,0.25404927,,0.05216832
,,44140,,,2015,,,,-0.00046603,,0.2573932,,-0.00046603
,,44140,,,2016,,,,0.02287852,,0.25759208,,0.02287852
,,44140,,,2017,,,,-0.01519345,,0.2746703,,-0.01519345
,,44180,,,2012,,,,,,0.30130866,,
,,44180,,,2013,,,,,,0.30493134,,
,,44180,,,2014,,,,,,0.3104704,,
,,44180,,,2015,,,,,,0.31859478,,
,,44180,,,2016,,,,,,0.3017089,,
,,44180,,,2017,,,,,,0.2819357,,
,,"442. longview-marshall, tx",,TX,1980,,,,,,0.27273774,,
,,"442. longview-marshall, tx",,TX,1990,,,,,,0.29506737,,
,,"442. longview-marshall, tx",,TX,2000,,,,,,0.2726441,,
,,"442. longview-marshall, tx",,TX,2005,,,,,,0.23480333,,
,,"442. longview-marshall, tx",,TX,2006,,,,,,0.21971495,,
,,"442. longview-marshall, tx",,TX,2007,,,,,,0.26640928,,
,,"442. longview-marshall, tx",,TX,2008,,,,,,0.26428124,,
,,"442. longview-marshall, tx",,TX,2009,,,,,,0.25092936,,
,,"442. longview-marshall, tx",,TX,2010,,,,,,0.26861042,,
,,"442. longview-marshall, tx",,TX,2011,,,,,,0.2557134,,
,,44220,,,2012,,,,,,0.2997312,,
,,44220,,,2013,,,,,,0.2689243,,
,,44220,,,2014,,,,,,0.2833444,,
,,44220,,,2015,,,,,,0.3095697,,
,,44220,,,2016,,,,,,0.31571814,,
,,44220,,,2017,,,,,,0.29368278,,
,,44300,,,2012,,,,,,0.22267872,,
,,44300,,,2013,,,,,,0.2036336,,
,,44300,,,2014,,,,,,0.20900322,,
,,44300,,,2015,,,,,,0.22872753,,
,,44300,,,2016,,,,,,0.203645,,
,,44300,,,2017,,,,,,0.21158302,,
,,"444. lorain-elyria, oh",,OH,1960,,,,,,0.25386837,,
,,"444. lorain-elyria, oh",,OH,1970,,,,,,0.23729561,,
,,"444. lorain-elyria, oh",,OH,1980,,,,,,0.21516594,,
,,"444. lorain-elyria, oh",,OH,1990,,,,,,0.23618297,,
,,44700,,,2012,,,,,,0.38560033,,
,,44700,,,2013,,,,,,0.3915712,,
,,44700,,,2014,,,,,,0.4142059,,
,,44700,,,2015,,,,,,0.40718076,,
,,44700,,,2016,,,,,,0.4076183,,
,,44700,,,2017,,,,,,0.38896745,,
,,"448. los angeles-long beach, ca",,CA,1960,,,,,,0.35045803,,
,,"448. los angeles-long beach, ca",,CA,1970,,,,,,0.38898927,,
,,"448. los angeles-long beach, ca",2,CA,1980,0.00397539,,,,,0.39000395,,
,,"448. los angeles-long beach, ca",2,CA,1981,0.00309736,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1982,0.00211772,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1983,0.00504171,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1984,0.00668173,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1985,0.00706389,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1986,0.00775038,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1987,0.00800904,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1988,0.00823833,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1989,0.01103416,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1990,0.00419956,,,,,0.39397103,,
,,"448. los angeles-long beach, ca",2,CA,1991,0.00344829,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1992,0.00322832,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1993,0.00210794,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1994,0.00227338,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1995,0.00225241,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1996,0.00218996,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1997,0.0029608,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1998,0.00299343,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,1999,0.00364729,,,,,,,
,,"448. los angeles-long beach, ca",2,CA,2000,0.00390176,,,,,0.4132452,,
