fips,cbsa,metarea,metareano,state_fips,year,unemployment_rate,real_income_pc,college_share,marriage_rate
,,"684. rochester, ny",,NY,2010,0.03925398,,,
,,"684. rochester, ny",,NY,2011,0.03753299,,,
,,"688. rockford, il",,IL,1960,0.01567398,,,
,,"688. rockford, il",,IL,1970,0.01542208,,,
,,"688. rockford, il",,IL,1980,0.03235034,,,
,,"688. rockford, il",,IL,1990,0.0257586,,,
,,"688. rockford, il",,IL,2000,0.02714335,,,
,,"688. rockford, il",,IL,2005,0.04061713,,,
,,"688. rockford, il",,IL,2006,0.03073646,,,
,,"688. rockford, il",,IL,2007,0.04404224,,,
,,"688. rockford, il",,IL,2008,0.03502455,,,
,,"688. rockford, il",,IL,2009,0.05992987,,,
,,"688. rockford, il",,IL,2010,0.06651743,,,
,,"688. rockford, il",,IL,2011,0.06744186,,,
,,"689. rocky mount, nc",,NC,2000,0.02773376,,,
,,"689. rocky mount, nc",,NC,2005,0.0386016,,,
,,"689. rocky mount, nc",,NC,2006,0.03556188,,,
,,"689. rocky mount, nc",,NC,2007,0.0293725,,,
,,"689. rocky mount, nc",,NC,2008,0.03357004,,,
,,"689. rocky mount, nc",,NC,2009,0.05710492,,,
,,"689. rocky mount, nc",,NC,2010,0.0648855,,,
,,"689. rocky mount, nc",,NC,2011,0.077461,,,
,,"692. sacramento, ca",,CA,1960,0.02232703,,,
,,"692. sacramento, ca",,CA,1970,0.02693175,,,
,,"692. sacramento, ca",34,CA,1980,0.041342,,,
,,"692. sacramento, ca",34,CA,1990,0.02649902,,,
,,"692. sacramento, ca",34,CA,2000,0.0270411,,,
,,"692. sacramento, ca",34,CA,2005,0.02783274,,,
,,"692. sacramento, ca",34,CA,2006,0.02901595,,,
,,"692. sacramento, ca",34,CA,2007,0.03048702,,,
,,"692. sacramento, ca",34,CA,2008,0.03376071,,,
,,"692. sacramento, ca",34,CA,2009,0.05511461,,,
,,"692. sacramento, ca",34,CA,2010,0.06242608,,,
,,"692. sacramento, ca",34,CA,2011,0.0660057,,,
,,"696. saginaw-bay city-midland, mi",,MI,1960,0.02199745,,,
,,"696. saginaw-bay city-midland, mi",,MI,1980,0.058789,,,
,,"696. saginaw-bay city-midland, mi",,MI,1990,0.04747398,,,
,,"696. saginaw-bay city-midland, mi",,MI,2000,0.03119525,,,
,,"696. saginaw-bay city-midland, mi",,MI,2005,0.03812317,,,
,,"696. saginaw-bay city-midland, mi",,MI,2006,0.03762521,,,
,,"696. saginaw-bay city-midland, mi",,MI,2007,0.04021847,,,
,,"696. saginaw-bay city-midland, mi",,MI,2008,0.03892516,,,
,,"696. saginaw-bay city-midland, mi",,MI,2009,0.05965841,,,
,,"696. saginaw-bay city-midland, mi",,MI,2010,0.0540005,,,
,,"696. saginaw-bay city-midland, mi",,MI,2011,0.0524449,,,
,,"698. st. cloud, mn",,MN,1980,0.02527488,,,
,,"698. st. cloud, mn",,MN,1990,0.02575288,,,
,,"698. st. cloud, mn",,MN,2000,0.01866585,,,
,,"698. st. cloud, mn",,MN,2003,0.03235294,,,
,,"698. st. cloud, mn",,MN,2005,0.01977688,,,
,,"698. st. cloud, mn",,MN,2006,0.02693762,,,
,,"698. st. cloud, mn",,MN,2007,0.02622632,,,
,,"698. st. cloud, mn",,MN,2008,0.02575897,,,
,,"698. st. cloud, mn",,MN,2009,0.03669724,,,
,,"698. st. cloud, mn",,MN,2010,0.04874446,,,
,,"698. st. cloud, mn",,MN,2011,0.0296875,,,
,,"700. st. joseph, mo",,MO,1980,0.03209712,,,
,,"700. st. joseph, mo",,MO,2000,0.02507899,,,
,,"700. st. joseph, mo",,MO,2005,0.03176044,,,
,,"700. st. joseph, mo",,MO,2006,0.03091873,,,
,,"700. st. joseph, mo",,MO,2007,0.02593918,,,
,,"700. st. joseph, mo",,MO,2008,0.02877698,,,
,,"700. st. joseph, mo",,MO,2009,0.03243243,,,
,,"700. st. joseph, mo",,MO,2010,0.047402,,,
,,"700. st. joseph, mo",,MO,2011,0.04069264,,,
,,"704. st. louis, mo/il",,,1960,0.01645312,,,
,,"704. st. louis, mo/il",,,1970,0.01884966,,,
,,"704. st. louis, mo/il",,,1980,0.03630032,,,
,,"704. st. louis, mo/il",,,1990,0.03151144,,,
,,"704. st. louis, mo/il",,,2000,0.02833578,,,
,,"704. st. louis, mo/il",,,2005,0.0348543,,,
,,"704. st. louis, mo/il",,,2006,0.03067927,,,
,,"704. st. louis, mo/il",,,2007,0.03219737,,,
,,"704. st. louis, mo/il",,,2008,0.03083093,,,
,,"704. st. louis, mo/il",,,2009,0.04521828,,,
,,"704. st. louis, mo/il",,,2010,0.05086118,,,
,,"704. st. louis, mo/il",,,2011,0.04684808,,,
,,"708. salem, or",,OR,1980,0.03875528,,,
,,"708. salem, or",,OR,1990,0.02558951,,,
,,"708. salem, or",,OR,2000,0.02914348,,,
,,"708. salem, or",,OR,2005,0.03708041,,,
,,"708. salem, or",,OR,2006,0.03273007,,,
,,"708. salem, or",,OR,2007,0.0292701,,,
,,"708. salem, or",,OR,2008,0.03606558,,,
,,"708. salem, or",,OR,2009,0.05015798,,,
,,"708. salem, or",,OR,2010,0.05162738,,,
,,"708. salem, or",,OR,2011,0.05369621,,,
,,"712. salinas-sea side-monterey, ca",,CA,1970,0.03091787,,,
,,"712. salinas-sea side-monterey, ca",,CA,1980,0.03061965,,,
,,"712. salinas-sea side-monterey, ca",,CA,1990,0.02233903,,,
,,"712. salinas-sea side-monterey, ca",,CA,2000,0.0205108,,,
,,"712. salinas-sea side-monterey, ca",,CA,2003,0.03344482,,,
,,"712. salinas-sea side-monterey, ca",,CA,2005,0.02985074,,,
,,"712. salinas-sea side-monterey, ca",,CA,2006,0.02937788,,,
,,"712. salinas-sea side-monterey, ca",,CA,2007,0.03325817,,,
,,"712. salinas-sea side-monterey, ca",,CA,2008,0.03705815,,,
,,"712. salinas-sea side-monterey, ca",,CA,2009,0.04115446,,,
,,"712. salinas-sea side-monterey, ca",,CA,2010,0.04824562,,,
,,"712. salinas-sea side-monterey, ca",,CA,2011,0.04661432,,,
,,"714. salisbury-concord, nc",,NC,1980,0.02157624,,,
,,"716. salt lake city-ogden, ut",,UT,1960,0.01348638,,,
,,"716. salt lake city-ogden, ut",,UT,1970,0.01826576,,,
,,"716. salt lake city-ogden, ut",,UT,1980,0.02329927,,,
,,"716. salt lake city-ogden, ut",,UT,1990,0.02206935,,,
,,"716. salt lake city-ogden, ut",,UT,2000,0.02269833,,,
,,"716. salt lake city-ogden, ut",,UT,2005,0.0226494,,,
,,"716. salt lake city-ogden, ut",,UT,2006,0.01835305,,,
,,"716. salt lake city-ogden, ut",,UT,2007,0.01692491,,,
,,"716. salt lake city-ogden, ut",,UT,2008,0.01561529,,,
,,"716. salt lake city-ogden, ut",,UT,2009,0.03513222,,,
,,"716. salt lake city-ogden, ut",,UT,2010,0.03689204,,,
,,"716. salt lake city-ogden, ut",,UT,2011,0.0341437,,,
,,"72. baltimore, md",,MD,1960,0.02007797,,,
,,"72. baltimore, md",,MD,1970,0.01451809,,,
,,"72. baltimore, md",29,MD,1980,0.0317718,,,
,,"72. baltimore, md",29,MD,1990,0.02460544,,,
,,"72. baltimore, md",29,MD,2000,0.02479864,,,
,,"72. baltimore, md",29,MD,2005,0.0276627,,,
,,"72. baltimore, md",29,MD,2006,0.02369028,,,
,,"72. baltimore, md",29,MD,2007,0.02752492,,,
,,"72. baltimore, md",29,MD,2008,0.02528053,,,
,,"72. baltimore, md",29,MD,2009,0.03778725,,,
,,"72. baltimore, md",29,MD,2010,0.04443768,,,
,,"72. baltimore, md",29,MD,2011,0.045322,,,
,,"724. san antonio, tx",,TX,1960,0.01505743,,,
,,"724. san antonio, tx",,TX,1970,0.01639344,,,
,,"724. san antonio, tx",7,TX,1980,0.02054571,,,
,,"724. san antonio, tx",7,TX,1990,0.0355537,,,
,,"724. san antonio, tx",7,TX,2000,0.02446652,,,
,,"724. san antonio, tx",7,TX,2005,0.0310291,,,
,,"724. san antonio, tx",7,TX,2006,0.03006196,,,
,,"724. san antonio, tx",7,TX,2007,0.02697706,,,
,,"724. san antonio, tx",7,TX,2008,0.02237334,,,
,,"724. san antonio, tx",7,TX,2009,0.03383309,,,
,,"724. san antonio, tx",7,TX,2010,0.03932301,,,
,,"724. san antonio, tx",7,TX,2011,0.03881588,,,
,,"732. san diego, ca",,CA,1960,0.0211529,,,
,,"732. san diego, ca",,CA,1970,0.0238277,,,
,,"732. san diego, ca",8,CA,1980,0.02914096,,,
,,"732. san diego, ca",8,CA,1990,0.02563046,,,
,,"732. san diego, ca",8,CA,2000,0.02632999,,,
,,"732. san diego, ca",8,CA,2003,0.02902477,,,
,,"732. san diego, ca",8,CA,2005,0.02567001,,,
,,"732. san diego, ca",8,CA,2006,0.02289178,,,
,,"732. san diego, ca",8,CA,2007,0.02767053,,,
,,"732. san diego, ca",8,CA,2008,0.03373758,,,
,,"732. san diego, ca",8,CA,2009,0.04601876,,,
,,"732. san diego, ca",8,CA,2010,0.05236864,,,
,,"732. san diego, ca",8,CA,2011,0.04871552,,,
,,"736. san francisco-oakland-vallejo, ca",,CA,1960,0.02194814,,,
,,"736. san francisco-oakland-vallejo, ca",,CA,1970,0.02375521,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1980,0.02944566,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1990,0.0257557,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2000,0.02313406,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2005,0.03235971,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2006,0.02853656,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2007,0.0258139,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2008,0.02889736,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2009,0.04772523,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2010,0.05327143,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2011,0.04861486,,,
,,"74. barnstable-yarmouth, ma",,MA,2000,0.01930502,,,
,,"74. barnstable-yarmouth, ma",,MA,2005,0.02702703,,,
,,"74. barnstable-yarmouth, ma",,MA,2006,0.0302795,,,
,,"74. barnstable-yarmouth, ma",,MA,2007,0.02564102,,,
,,"74. barnstable-yarmouth, ma",,MA,2008,0.01895735,,,
,,"74. barnstable-yarmouth, ma",,MA,2009,0.03323263,,,
,,"74. barnstable-yarmouth, ma",,MA,2010,0.04472844,,,
,,"74. barnstable-yarmouth, ma",,MA,2011,0.03498294,,,
,,"740. san jose, ca",,CA,1960,0.01882111,,,
,,"740. san jose, ca",,CA,1970,0.02085836,,,
,,"740. san jose, ca",10,CA,1980,0.02125662,,,
,,"740. san jose, ca",10,CA,1990,0.02212444,,,
,,"740. san jose, ca",10,CA,2000,0.01787518,,,
,,"740. san jose, ca",10,CA,2005,0.0320946,,,
,,"740. san jose, ca",10,CA,2006,0.0242464,,,
,,"740. san jose, ca",10,CA,2007,0.02573012,,,
,,"740. san jose, ca",10,CA,2008,0.02901427,,,
,,"740. san jose, ca",10,CA,2009,0.04882108,,,
,,"740. san jose, ca",10,CA,2010,0.0497948,,,
,,"740. san jose, ca",10,CA,2011,0.04782572,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2000,0.03102136,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2003,0.02227433,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2005,0.0333638,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2006,0.02316434,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2007,0.02981754,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2008,0.02869757,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2009,0.04227782,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2010,0.05203046,,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2011,0.04493872,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1960,0.0111601,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1970,0.02854594,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1980,0.02697162,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1990,0.02374552,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2000,0.03024464,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2003,0.03622498,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2005,0.02430444,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2006,0.02805228,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2007,0.02640166,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2008,0.02644997,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2009,0.04899846,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2010,0.04653938,,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2011,0.0464716,,,
,,"748. santa cruz, ca",,CA,1980,0.03154606,,,
,,"748. santa cruz, ca",,CA,1990,0.02043394,,,
,,"748. santa cruz, ca",,CA,2000,0.02611367,,,
,,"748. santa cruz, ca",,CA,2005,0.02686429,,,
,,"748. santa cruz, ca",,CA,2006,0.03024748,,,
,,"748. santa cruz, ca",,CA,2007,0.03104726,,,
,,"748. santa cruz, ca",,CA,2008,0.03468781,,,
,,"748. santa cruz, ca",,CA,2009,0.04820936,,,
,,"748. santa cruz, ca",,CA,2010,0.04863636,,,
,,"748. santa cruz, ca",,CA,2011,0.04010578,,,
,,"749. santa fe, nm",,NM,1990,0.02319727,,,
,,"749. santa fe, nm",,NM,2000,0.023299,,,
,,"749. santa fe, nm",,NM,2005,0.0222063,,,
,,"749. santa fe, nm",,NM,2006,0.02590019,,,
,,"749. santa fe, nm",,NM,2007,0.02282158,,,
,,"749. santa fe, nm",,NM,2008,0.03346456,,,
,,"749. santa fe, nm",,NM,2009,0.0409836,,,
,,"749. santa fe, nm",,NM,2010,0.04233871,,,
,,"749. santa fe, nm",,NM,2011,0.04700062,,,
,,"750. santa rosa-petaluma, ca",,CA,1980,0.03505402,,,
,,"750. santa rosa-petaluma, ca",,CA,1990,0.02406607,,,
,,"750. santa rosa-petaluma, ca",,CA,2000,0.01921822,,,
,,"750. santa rosa-petaluma, ca",,CA,2005,0.02714039,,,
,,"750. santa rosa-petaluma, ca",,CA,2006,0.02748054,,,
,,"750. santa rosa-petaluma, ca",,CA,2007,0.02448882,,,
,,"750. santa rosa-petaluma, ca",,CA,2008,0.02963507,,,
,,"750. santa rosa-petaluma, ca",,CA,2009,0.05101058,,,
,,"750. santa rosa-petaluma, ca",,CA,2010,0.05745418,,,
,,"750. santa rosa-petaluma, ca",,CA,2011,0.05274097,,,
,,"751. sarasota, fl",,FL,1980,0.01690714,,,
,,"751. sarasota, fl",,FL,1990,0.01615158,,,
,,"751. sarasota, fl",,FL,2000,0.01528557,,,
,,"751. sarasota, fl",,FL,2003,0.02275831,,,
,,"751. sarasota, fl",,FL,2005,0.02121212,,,
,,"751. sarasota, fl",,FL,2006,0.01825408,,,
,,"751. sarasota, fl",,FL,2007,0.0243793,,,
,,"751. sarasota, fl",,FL,2008,0.03352636,,,
,,"751. sarasota, fl",,FL,2009,0.0488814,,,
,,"751. sarasota, fl",,FL,2010,0.05559006,,,
,,"751. sarasota, fl",,FL,2011,0.05203555,,,
,,"752. savannah, ga",,GA,1960,0.01852054,,,
,,"752. savannah, ga",,GA,1980,0.03219133,,,
,,"752. savannah, ga",,GA,1990,0.03000103,,,
,,"752. savannah, ga",,GA,2000,0.02833032,,,
,,"752. savannah, ga",,GA,2003,0.0324748,,,
,,"752. savannah, ga",,GA,2005,0.02994276,,,
,,"752. savannah, ga",,GA,2006,0.02449324,,,
,,"752. savannah, ga",,GA,2007,0.02653328,,,
,,"752. savannah, ga",,GA,2008,0.02666084,,,
,,"752. savannah, ga",,GA,2009,0.04321521,,,
,,"752. savannah, ga",,GA,2010,0.03847836,,,
,,"752. savannah, ga",,GA,2011,0.05024946,,,
,,"756. scranton-wilkes-barre, pa",,PA,1960,0.03596046,,,
,,"756. scranton-wilkes-barre, pa",,PA,1970,0.01723038,,,
,,"756. scranton-wilkes-barre, pa",,PA,1980,0.0376679,,,
,,"756. scranton-wilkes-barre, pa",,PA,1990,0.02971487,,,
,,"756. scranton-wilkes-barre, pa",,PA,2000,0.02633019,,,
,,"756. scranton-wilkes-barre, pa",,PA,2005,0.02956393,,,
,,"756. scranton-wilkes-barre, pa",,PA,2006,0.02552106,,,
,,"756. scranton-wilkes-barre, pa",,PA,2007,0.02517522,,,
,,"756. scranton-wilkes-barre, pa",,PA,2008,0.02283364,,,
,,"756. scranton-wilkes-barre, pa",,PA,2009,0.03718827,,,
,,"756. scranton-wilkes-barre, pa",,PA,2010,0.04540213,,,
,,"756. scranton-wilkes-barre, pa",,PA,2011,0.03572906,,,
,,"76. baton rouge, la",,LA,1960,0.02210663,,,
,,"76. baton rouge, la",,LA,1970,0.01117534,,,
,,"76. baton rouge, la",,LA,1980,0.02669894,,,
,,"76. baton rouge, la",,LA,1990,0.03755582,,,
,,"76. baton rouge, la",,LA,2000,0.03000197,,,
,,"76. baton rouge, la",,LA,2005,0.03268698,,,
,,"76. baton rouge, la",,LA,2006,0.0317606,,,
,,"76. baton rouge, la",,LA,2007,0.02775225,,,
,,"76. baton rouge, la",,LA,2008,0.02236364,,,
,,"76. baton rouge, la",,LA,2009,0.03176511,,,
,,"76. baton rouge, la",,LA,2010,0.04023926,,,
,,"76. baton rouge, la",,LA,2011,0.047685,,,
,,"760. seattle-everett, wa",,WA,1960,0.02162829,,,
,,"760. seattle-everett, wa",,WA,1970,0.03835704,,,
,,"760. seattle-everett, wa",17,WA,1980,0.03013053,,,
,,"760. seattle-everett, wa",17,WA,1990,0.0229,,,
,,"760. seattle-everett, wa",17,WA,2000,0.02375194,,,
,,"760. seattle-everett, wa",17,WA,2005,0.03084172,,,
,,"760. seattle-everett, wa",17,WA,2006,0.02636185,,,
,,"760. seattle-everett, wa",17,WA,2007,0.02348578,,,
,,"760. seattle-everett, wa",17,WA,2008,0.02114742,,,
,,"760. seattle-everett, wa",17,WA,2009,0.04089276,,,
,,"760. seattle-everett, wa",17,WA,2010,0.0461986,,,
,,"760. seattle-everett, wa",17,WA,2011,0.04705086,,,
,,"761. sharon, pa",,PA,1980,0.03284379,,,
,,"761. sharon, pa",,PA,1990,0.02977478,,,
,,"761. sharon, pa",,PA,2000,0.02743982,,,
,,"761. sharon, pa",,PA,2005,0.02143294,,,
,,"761. sharon, pa",,PA,2006,0.02271369,,,
,,"761. sharon, pa",,PA,2007,0.02617164,,,
,,"761. sharon, pa",,PA,2008,0.02425373,,,
,,"761. sharon, pa",,PA,2009,0.05415384,,,
,,"761. sharon, pa",,PA,2010,0.04310345,,,
,,"761. sharon, pa",,PA,2011,0.0346788,,,
,,"762. sheboygan, wi",,WI,1980,0.02399314,,,
,,"762. sheboygan, wi",,WI,1990,0.01550868,,,
,,"762. sheboygan, wi",,WI,2000,0.01205288,,,
,,"762. sheboygan, wi",,WI,2005,0.0259624,,,
,,"762. sheboygan, wi",,WI,2006,0.0254386,,,
,,"762. sheboygan, wi",,WI,2007,0.025,,,
,,"762. sheboygan, wi",,WI,2008,0.02450091,,,
,,"762. sheboygan, wi",,WI,2009,0.03881701,,,
,,"762. sheboygan, wi",,WI,2010,0.0423183,,,
,,"762. sheboygan, wi",,WI,2011,0.02966507,,,
,,"768. shreveport, la",,LA,1960,0.02123764,,,
,,"768. shreveport, la",,LA,1970,0.02059993,,,
,,"768. shreveport, la",,LA,1980,0.02754237,,,
,,"768. shreveport, la",,LA,1990,0.0473971,,,
,,"768. shreveport, la",,LA,2000,0.03675302,,,
,,"768. shreveport, la",,LA,2005,0.04093886,,,
,,"768. shreveport, la",,LA,2006,0.03633167,,,
,,"768. shreveport, la",,LA,2007,0.03554302,,,
,,"768. shreveport, la",,LA,2008,0.03138497,,,
,,"768. shreveport, la",,LA,2009,0.03935058,,,
,,"768. shreveport, la",,LA,2010,0.04102146,,,
,,"768. shreveport, la",,LA,2011,0.03424851,,,
,,"772. sioux city, ia/ne",,,1960,0.0127551,,,
,,"772. sioux city, ia/ne",,,1980,0.02838036,,,
,,"772. sioux city, ia/ne",,,2000,0.02538196,,,
,,"772. sioux city, ia/ne",,,2005,0.02985074,,,
,,"772. sioux city, ia/ne",,,2006,0.03464755,,,
,,"772. sioux city, ia/ne",,,2007,0.02937576,,,
,,"772. sioux city, ia/ne",,,2008,0.02948403,,,
,,"772. sioux city, ia/ne",,,2009,0.03037974,,,
,,"772. sioux city, ia/ne",,,2010,0.02831403,,,
,,"772. sioux city, ia/ne",,,2011,0.03052503,,,
,,"776. sioux falls, sd",,SD,1960,0.01424777,,,
,,"776. sioux falls, sd",,SD,1980,0.02417244,,,
,,"776. sioux falls, sd",,SD,2000,0.01925355,,,
,,"776. sioux falls, sd",,SD,2005,0.02130326,,,
,,"776. sioux falls, sd",,SD,2006,0.0135635,,,
,,"776. sioux falls, sd",,SD,2007,0.02119701,,,
,,"776. sioux falls, sd",,SD,2008,0.01306413,,,
,,"776. sioux falls, sd",,SD,2009,0.01872659,,,
,,"776. sioux falls, sd",,SD,2010,0.02843016,,,
,,"776. sioux falls, sd",,SD,2011,0.01923077,,,
,,"78. battle creek, mi",,MI,1980,0.04313544,,,
,,"78. battle creek, mi",,MI,1990,0.03963328,,,
,,"780. south bend-mishawaka, in",,IN,1960,0.01643192,,,
,,"780. south bend-mishawaka, in",,IN,1970,0.02024134,,,
,,"780. south bend-mishawaka, in",,IN,1980,0.03958478,,,
,,"780. south bend-mishawaka, in",,IN,1990,0.02685089,,,
,,"780. south bend-mishawaka, in",,IN,2000,0.03037808,,,
,,"780. south bend-mishawaka, in",,IN,2005,0.03406544,,,
,,"780. south bend-mishawaka, in",,IN,2006,0.03458997,,,
,,"780. south bend-mishawaka, in",,IN,2007,0.02870029,,,
,,"780. south bend-mishawaka, in",,IN,2008,0.04268546,,,
,,"780. south bend-mishawaka, in",,IN,2009,0.05617545,,,
,,"780. south bend-mishawaka, in",,IN,2010,0.05953828,,,
,,"780. south bend-mishawaka, in",,IN,2011,0.0510594,,,
,,"784. spokane, wa",,WA,1960,0.02504445,,,
,,"784. spokane, wa",,WA,1970,0.02777778,,,
,,"784. spokane, wa",,WA,1980,0.03296026,,,
,,"784. spokane, wa",,WA,1990,0.03440024,,,
,,"784. spokane, wa",,WA,2000,0.03925816,,,
,,"784. spokane, wa",,WA,2003,0.04936014,,,
,,"784. spokane, wa",,WA,2005,0.03373853,,,
,,"784. spokane, wa",,WA,2006,0.02719665,,,
,,"784. spokane, wa",,WA,2007,0.03279446,,,
,,"784. spokane, wa",,WA,2008,0.02625571,,,
,,"784. spokane, wa",,WA,2009,0.04590683,,,
,,"784. spokane, wa",,WA,2010,0.05045872,,,
,,"784. spokane, wa",,WA,2011,0.04776936,,,
,,"788. springfield, il",,IL,1980,0.02895238,,,
,,"788. springfield, il",,IL,1990,0.02134238,,,
,,"788. springfield, il",,IL,2000,0.02728454,,,
,,"788. springfield, il",,IL,2003,0.03383897,,,
,,"788. springfield, il",,IL,2005,0.02898551,,,
,,"788. springfield, il",,IL,2006,0.02917505,,,
,,"788. springfield, il",,IL,2007,0.04089581,,,
,,"788. springfield, il",,IL,2008,0.02918288,,,
,,"788. springfield, il",,IL,2009,0.03827751,,,
,,"788. springfield, il",,IL,2010,0.04275287,,,
,,"788. springfield, il",,IL,2011,0.05794392,,,
,,"792. springfield, mo",,MO,1960,0.01473543,,,
,,"792. springfield, mo",,MO,1980,0.03187466,,,
,,"792. springfield, mo",,MO,1990,0.0247617,,,
,,"792. springfield, mo",,MO,2000,0.02753604,,,
,,"792. springfield, mo",,MO,2005,0.02616541,,,
,,"792. springfield, mo",,MO,2006,0.02060401,,,
,,"792. springfield, mo",,MO,2007,0.02277256,,,
,,"792. springfield, mo",,MO,2008,0.0231852,,,
,,"792. springfield, mo",,MO,2009,0.04248276,,,
,,"792. springfield, mo",,MO,2010,0.04649148,,,
,,"792. springfield, mo",,MO,2011,0.0427014,,,
,,"8. akron, oh",,OH,1960,0.01954397,,,
,,"8. akron, oh",,OH,1970,0.01582432,,,
,,"8. akron, oh",,OH,1980,0.04088288,,,
,,"8. akron, oh",,OH,1990,0.0322696,,,
,,"8. akron, oh",,OH,2000,0.02445468,,,
,,"8. akron, oh",,OH,2005,0.03072318,,,
,,"8. akron, oh",,OH,2006,0.03244246,,,
,,"8. akron, oh",,OH,2007,0.03223816,,,
,,"8. akron, oh",,OH,2008,0.03264522,,,
,,"8. akron, oh",,OH,2009,0.05660082,,,
,,"8. akron, oh",,OH,2010,0.06051919,,,
,,"8. akron, oh",,OH,2011,0.05178366,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1960,0.02357564,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1970,0.01650165,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1980,0.02643344,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1990,0.03195696,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2000,0.02515091,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2005,0.03471942,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2006,0.03187952,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2007,0.03532934,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2008,0.0307044,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2009,0.04229489,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2010,0.05135135,,,
,,"800. springfield-holyoke-chicopee, ma",,MA,2011,0.05438932,,,
,,"804. stamford, ct",,CT,1980,0.01846661,,,
,,"804. stamford, ct",,CT,1990,0.02088913,,,
,,"804. stamford, ct",,CT,2000,0.01605883,,,
,,"804. stamford, ct",,CT,2005,0.02479942,,,
,,"804. stamford, ct",,CT,2006,0.02203269,,,
,,"804. stamford, ct",,CT,2007,0.02252907,,,
,,"804. stamford, ct",,CT,2008,0.02102545,,,
,,"804. stamford, ct",,CT,2009,0.03544842,,,
,,"804. stamford, ct",,CT,2010,0.0410861,,,
,,"804. stamford, ct",,CT,2011,0.03802672,,,
,,"805. state college, pa",,PA,1980,0.02391538,,,
,,"805. state college, pa",,PA,1990,0.0267277,,,
,,"805. state college, pa",,PA,2000,0.02440362,,,
,,"805. state college, pa",,PA,2005,0.02601969,,,
,,"805. state college, pa",,PA,2006,0.03431373,,,
,,"805. state college, pa",,PA,2007,0.01789264,,,
,,"805. state college, pa",,PA,2008,0.02094595,,,
,,"805. state college, pa",,PA,2009,0.02968961,,,
,,"805. state college, pa",,PA,2010,0.02857143,,,
,,"805. state college, pa",,PA,2011,0.03073904,,,
,,"808. steubenville-weirton,oh/wv",,,1960,0.02037278,,,
,,"808. steubenville-weirton,oh/wv",,,1980,0.0310278,,,
,,"812. stockton, ca",,CA,1960,0.03191885,,,
,,"812. stockton, ca",,CA,1970,0.02829813,,,
,,"812. stockton, ca",,CA,1980,0.03792158,,,
,,"812. stockton, ca",,CA,1990,0.03139059,,,
,,"812. stockton, ca",,CA,2000,0.0362389,,,
,,"812. stockton, ca",,CA,2003,0.03530128,,,
,,"812. stockton, ca",,CA,2005,0.03723832,,,
,,"812. stockton, ca",,CA,2006,0.03059423,,,
,,"812. stockton, ca",,CA,2007,0.03673799,,,
,,"812. stockton, ca",,CA,2008,0.04066841,,,
,,"812. stockton, ca",,CA,2009,0.06232716,,,
,,"812. stockton, ca",,CA,2010,0.07235142,,,
,,"812. stockton, ca",,CA,2011,0.06653062,,,
,,"814. sumter, sc",,SC,2000,0.0361241,,,
