fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,26900,,,1946,,,,,,,6.425054,,
,,26900,,,1947,,,,,,,6.932858,,
,,26900,,,1948,,,,,,,6.521182,,
,,26900,,,1949,,,,,,,6.482057,,
,,26900,,,1950,,,,,,,6.516597,,
,,26900,,,1951,,,,,,,6.740555,,
,,26900,,,1952,,,,,,,6.743736,,
,,26900,,,1953,,,,,,,6.716871,,
,,26900,,,1954,,,,,,,6.823649,,
,,26900,,,1955,,,,,,,6.710569,,
,,26900,,,1956,,,,,,,6.779103,,
,,26900,,,1957,,,,,,,6.79673,,
,,26900,,,1958,,,,,,,6.571501,,
,,26900,,,1959,,,,,,,6.503455,,
,,26900,,,1960,,,,,,,6.369947,,
,,26900,,,1961,,,,,,,6.2447,,
,,26900,,,1962,,,,,,,6.011592,,
,,26900,,,1963,,,,,,,5.813063,,
,,26900,,,1964,,,,,,,5.646406,,
,,26900,,,1965,,,,,,,5.186456,,
,,26900,,,1966,,,,,,,4.932422,,
,,26900,,,1967,,,,,,,4.755629,,
,,26900,,,1968,,,,,,,4.675861,,
,,26900,,,1969,,,,,,,4.724232,,
,,26900,,,1970,,,,,,,4.940437,,
,,26900,,,1971,,,,,,,4.690302,,
,,26900,,,1972,,,,,,,4.255466,,
,,26900,,,1973,,,,,,,4.065135,,
,,26900,,,1974,,,,,,,4.05275,,
,,26900,,,1975,,,,,,,3.959468,,
,,26900,,,1976,,,,,,,3.992885,,
,,26900,,,1977,,,,,,,4.099734,,
,,26900,,,1978,,,,,,,4.043936,,
,,26900,,,1979,,,,,,,4.190646,,
,,26900,,,1980,,,,,,,4.278416,,
,,26900,,,1981,,,,,,,4.206634,,
,,26900,,,1982,,,,,,,4.186873,,
,,26900,,,1983,,,,,,,4.075732,,
,,26900,,,1984,,,,,,,4.062172,,
,,26900,,,1985,,,,,,,4.100867,,
,,26900,,,1986,,,,,,,4.035918,,
,,26900,,,1987,,,,,,,4.050156,,
,,26900,,,1988,,,,,,,4.098203,,
,,26900,,,1989,,,,,,,4.200564,,
,,26900,,,1990,,,,,,,4.32923,,
,,26900,,,1991,,,,,,,4.178582,,
,,26900,,,1992,,,,,,,4.153818,,
,,26900,,,1993,,,,,,,4.060156,,
,,26900,,,1994,,,,,,,3.97629,,
,,26900,,,1995,,,,,,,3.893749,,
,,26980,,,1940,,,,,,,6.4521,,
,,26980,,,1944,,,,,,,7.448835,,
,,26980,,,1945,,,,,,,7.238278,,
,,26980,,,1946,,,,,,,8.198167,,
,,26980,,,1947,,,,,,,8.883314,,
,,26980,,,1948,,,,,,,8.337285,,
,,26980,,,1949,,,,,,,8.30462,,
,,26980,,,1950,,,,,,,8.342402,,
,,26980,,,1951,,,,,,,8.659679,,
,,26980,,,1952,,,,,,,8.735166,,
,,26980,,,1953,,,,,,,8.708668,,
,,26980,,,1954,,,,,,,8.829419,,
,,26980,,,1955,,,,,,,8.724456,,
,,26980,,,1956,,,,,,,8.807636,,
,,26980,,,1957,,,,,,,8.875754,,
,,26980,,,1958,,,,,,,8.597079,,
,,26980,,,1959,,,,,,,8.58068,,
,,26980,,,1960,,,,,,,8.452253,,
,,26980,,,1961,,,,,,,8.274876,,
,,26980,,,1962,,,,,,,7.998434,,
,,26980,,,1963,,,,,,,7.727625,,
,,26980,,,1964,,,,,,,7.43152,,
,,26980,,,1965,,,,,,,6.834307,,
,,26980,,,1966,,,,,,,6.507388,,
,,26980,,,1967,,,,,,,6.261818,,
,,26980,,,1968,,,,,,,6.160749,,
,,26980,,,1969,,,,,,,6.189614,,
,,26980,,,1970,,,,,,,6.440264,,
,,26980,,,1971,,,,,,,6.062085,,
,,26980,,,1972,,,,,,,5.505804,,
,,26980,,,1973,,,,,,,5.25908,,
,,26980,,,1974,,,,,,,5.28824,,
,,26980,,,1975,,,,,,,5.201184,,
,,26980,,,1976,,,,,,,5.256854,,
,,26980,,,1977,,,,,,,5.410176,,
,,26980,,,1978,,,,,,,5.361894,,
,,26980,,,1979,,,,,,,5.596926,,
,,26980,,,1980,,,,,,,5.744177,,
,,26980,,,1981,,,,,,,5.677721,,
,,26980,,,1982,,,,,,,5.653246,,
,,26980,,,1983,,,,,,,5.511798,,
,,26980,,,1984,,,,,,,5.504773,,
,,26980,,,1985,,,,,,,5.555689,,
,,26980,,,1986,,,,,,,5.452253,,
,,26980,,,1987,,,,,,,5.467908,,
,,26980,,,1988,,,,,,,5.54181,,
,,26980,,,1989,,,,,,,5.65021,,
,,26980,,,1990,,,,,,,5.821936,,
,,26980,,,1991,,,,,,,5.628828,,
,,26980,,,1992,,,,,,,5.589385,,
,,26980,,,1993,,,,,,,5.468404,,
,,26980,,,1994,,,,,,,5.362199,,
,,26980,,,1995,,,,,,,5.243127,,
,,"270. fort myers-cape coral, fl",270,,1940,,,,,,,13.725957,,
,,"270. fort myers-cape coral, fl",270,,1944,,,,,,,15.767567,,
,,"270. fort myers-cape coral, fl",270,,1945,,,,,,,15.40148,,
,,"270. fort myers-cape coral, fl",270,,1946,,,,,,,17.374639,,
,,"270. fort myers-cape coral, fl",270,,1947,,,,,,,19.097836,,
,,"270. fort myers-cape coral, fl",270,,1948,,,,,,,17.714548,,
,,"270. fort myers-cape coral, fl",270,,1949,,,,,,,17.501098,,
,,"270. fort myers-cape coral, fl",270,,1950,,,,,,,17.51145,,
,,"270. fort myers-cape coral, fl",270,,1951,,,,,,,18.242504,,
,,"270. fort myers-cape coral, fl",270,,1952,,,,,,,18.45479,,
,,"270. fort myers-cape coral, fl",270,,1953,,,,,,,18.273422,,
,,"270. fort myers-cape coral, fl",270,,1954,,,,,,,18.526335,,
,,"270. fort myers-cape coral, fl",270,,1955,,,,,,,18.378433,,
,,"270. fort myers-cape coral, fl",270,,1956,,,,,,,18.619146,,
,,"270. fort myers-cape coral, fl",270,,1957,,,,,,,18.785549,,
,,"270. fort myers-cape coral, fl",270,,1958,,,,,,,18.170714,,
,,"270. fort myers-cape coral, fl",270,,1959,,,,,,,17.936181,,
,,"270. fort myers-cape coral, fl",270,,1960,,,,,,,17.576958,,
,,"270. fort myers-cape coral, fl",270,,1961,,,,,,,17.304458,,
,,"270. fort myers-cape coral, fl",270,,1962,,,,,,,16.616304,,
,,"270. fort myers-cape coral, fl",270,,1963,,,,,,,16.176233,,
,,"270. fort myers-cape coral, fl",270,,1964,,,,,,,15.695566,,
,,"270. fort myers-cape coral, fl",270,,1965,,,,,,,14.546521,,
,,"270. fort myers-cape coral, fl",270,,1966,,,,,,,13.879839,,
,,"270. fort myers-cape coral, fl",270,,1967,,,,,,,13.315737,,
,,"270. fort myers-cape coral, fl",270,,1968,,,,,,,13.03635,,
,,"270. fort myers-cape coral, fl",270,,1969,,,,,,,13.127305,,
,,"270. fort myers-cape coral, fl",270,,1970,,,,,,,13.646876,,
,,"270. fort myers-cape coral, fl",270,,1971,,,,,,,12.759808,,
,,"270. fort myers-cape coral, fl",270,,1972,,,,,,,11.488535,,
,,"270. fort myers-cape coral, fl",270,,1973,,,,,,,10.984089,,
,,"270. fort myers-cape coral, fl",270,,1974,,,,,,,10.872718,,
,,"270. fort myers-cape coral, fl",270,,1975,,,,,,,10.638961,,
,,"270. fort myers-cape coral, fl",270,,1976,,,,,,,10.62148,,
,,"270. fort myers-cape coral, fl",270,,1977,,,,,,,10.976765,,
,,"270. fort myers-cape coral, fl",270,,1978,,,,,,,10.843769,,
,,"270. fort myers-cape coral, fl",270,,1979,,,,,,,11.216543,,
,,"270. fort myers-cape coral, fl",270,,1980,,,,,,,11.403331,,
,,"270. fort myers-cape coral, fl",270,,1981,,,,,,,11.268561,,
,,"270. fort myers-cape coral, fl",270,,1982,,,,,,,11.287994,,
,,"270. fort myers-cape coral, fl",270,,1983,,,,,,,11.051316,,
,,"270. fort myers-cape coral, fl",270,,1984,,,,,,,11.063509,,
,,"270. fort myers-cape coral, fl",270,,1985,,,,,,,11.256091,,
,,"270. fort myers-cape coral, fl",270,,1986,,,,,,,11.152028,,
,,"270. fort myers-cape coral, fl",270,,1987,,,,,,,11.255612,,
,,"270. fort myers-cape coral, fl",270,,1988,,,,,,,11.435974,,
,,"270. fort myers-cape coral, fl",270,,1989,,,,,,,11.721628,,
,,"270. fort myers-cape coral, fl",270,,1990,,,,,,,12.010326,,
,,"270. fort myers-cape coral, fl",270,,1991,,,,,,,11.570812,,
,,"270. fort myers-cape coral, fl",270,,1992,,,,,,,11.485454,,
,,"270. fort myers-cape coral, fl",270,,1993,,,,,,,11.220509,,
,,"270. fort myers-cape coral, fl",270,,1994,,,,,,,10.98284,,
,,"270. fort myers-cape coral, fl",270,,1995,,,,,,,10.742431,,
,,27060,,,1940,,,,,,,6.811822,,
,,27060,,,1944,,,,,,,8.054775,,
,,27060,,,1945,,,,,,,7.851863,,
,,27060,,,1946,,,,,,,8.753995,,
,,27060,,,1947,,,,,,,9.476599,,
,,27060,,,1948,,,,,,,8.77776,,
,,27060,,,1949,,,,,,,8.660704,,
,,27060,,,1950,,,,,,,8.693326,,
,,27060,,,1951,,,,,,,9.028272,,
,,27060,,,1952,,,,,,,9.206119,,
,,27060,,,1953,,,,,,,9.181591,,
,,27060,,,1954,,,,,,,9.268123,,
,,27060,,,1955,,,,,,,9.208355,,
,,27060,,,1956,,,,,,,9.309811,,
,,27060,,,1957,,,,,,,9.41014,,
,,27060,,,1958,,,,,,,9.102115,,
,,27060,,,1959,,,,,,,8.990848,,
,,27060,,,1960,,,,,,,8.778835,,
,,27060,,,1961,,,,,,,8.646663,,
,,27060,,,1962,,,,,,,8.313434,,
,,27060,,,1963,,,,,,,8.078228,,
,,27060,,,1964,,,,,,,7.79187,,
,,27060,,,1965,,,,,,,7.223851,,
,,27060,,,1966,,,,,,,6.865453,,
,,27060,,,1967,,,,,,,6.609967,,
,,27060,,,1968,,,,,,,6.47334,,
,,27060,,,1969,,,,,,,6.516294,,
,,27060,,,1970,,,,,,,6.707783,,
,,27060,,,1971,,,,,,,6.261293,,
,,27060,,,1972,,,,,,,5.640388,,
,,27060,,,1973,,,,,,,5.416873,,
,,27060,,,1974,,,,,,,5.321702,,
,,27060,,,1975,,,,,,,5.175576,,
,,27060,,,1976,,,,,,,5.200884,,
,,27060,,,1977,,,,,,,5.343664,,
,,27060,,,1978,,,,,,,5.308806,,
,,27060,,,1979,,,,,,,5.505356,,
,,27060,,,1980,,,,,,,5.626729,,
,,27060,,,1981,,,,,,,5.607991,,
,,27060,,,1982,,,,,,,5.650009,,
,,27060,,,1983,,,,,,,5.564223,,
,,27060,,,1984,,,,,,,5.593812,,
,,27060,,,1985,,,,,,,5.724822,,
,,27060,,,1986,,,,,,,5.684157,,
,,27060,,,1987,,,,,,,5.750251,,
,,27060,,,1988,,,,,,,5.865488,,
,,27060,,,1989,,,,,,,6.010712,,
,,27060,,,1990,,,,,,,6.138915,,
,,27060,,,1991,,,,,,,5.8922,,
,,27060,,,1992,,,,,,,5.933489,,
,,27060,,,1993,,,,,,,5.779234,,
,,27060,,,1994,,,,,,,5.647842,,
,,27060,,,1995,,,,,,,5.49369,,
,,"271. fort pierce, fl",271,,1940,,,,,,,12.308006,,
,,"271. fort pierce, fl",271,,1944,,,,,,,14.35009,,
,,"271. fort pierce, fl",271,,1945,,,,,,,14.151698,,
,,"271. fort pierce, fl",271,,1946,,,,,,,15.798912,,
,,"271. fort pierce, fl",271,,1947,,,,,,,17.328198,,
,,"271. fort pierce, fl",271,,1948,,,,,,,16.005185,,
,,"271. fort pierce, fl",271,,1949,,,,,,,15.728941,,
,,"271. fort pierce, fl",271,,1950,,,,,,,15.744416,,
,,"271. fort pierce, fl",271,,1951,,,,,,,16.385799,,
,,"271. fort pierce, fl",271,,1952,,,,,,,16.614492,,
,,"271. fort pierce, fl",271,,1953,,,,,,,16.439024,,
,,"271. fort pierce, fl",271,,1954,,,,,,,16.653738,,
,,"271. fort pierce, fl",271,,1955,,,,,,,16.620592,,
,,"271. fort pierce, fl",271,,1956,,,,,,,16.815107,,
,,"271. fort pierce, fl",271,,1957,,,,,,,16.980901,,
,,"271. fort pierce, fl",271,,1958,,,,,,,16.5001,,
,,"271. fort pierce, fl",271,,1959,,,,,,,16.280964,,
,,"271. fort pierce, fl",271,,1960,,,,,,,15.891166,,
,,"271. fort pierce, fl",271,,1961,,,,,,,15.691507,,
,,"271. fort pierce, fl",271,,1962,,,,,,,15.093045,,
,,"271. fort pierce, fl",271,,1963,,,,,,,14.732826,,
,,"271. fort pierce, fl",271,,1964,,,,,,,14.280824,,
,,"271. fort pierce, fl",271,,1965,,,,,,,13.297658,,
,,"271. fort pierce, fl",271,,1966,,,,,,,12.649639,,
,,"271. fort pierce, fl",271,,1967,,,,,,,12.124158,,
,,"271. fort pierce, fl",271,,1968,,,,,,,11.879325,,
,,"271. fort pierce, fl",271,,1969,,,,,,,12.006599,,
,,"271. fort pierce, fl",271,,1970,,,,,,,12.409824,,
,,"271. fort pierce, fl",271,,1971,,,,,,,11.514884,,
,,"271. fort pierce, fl",271,,1972,,,,,,,10.346025,,
,,"271. fort pierce, fl",271,,1973,,,,,,,9.899054,,
,,"271. fort pierce, fl",271,,1974,,,,,,,9.773088,,
,,"271. fort pierce, fl",271,,1975,,,,,,,9.541289,,
,,"271. fort pierce, fl",271,,1976,,,,,,,9.52105,,
,,"271. fort pierce, fl",271,,1977,,,,,,,9.832675,,
,,"271. fort pierce, fl",271,,1978,,,,,,,9.706984,,
,,"271. fort pierce, fl",271,,1979,,,,,,,10.003391,,
,,"271. fort pierce, fl",271,,1980,,,,,,,10.16593,,
,,"271. fort pierce, fl",271,,1981,,,,,,,10.092806,,
,,"271. fort pierce, fl",271,,1982,,,,,,,10.161845,,
,,"271. fort pierce, fl",271,,1983,,,,,,,10.006382,,
,,"271. fort pierce, fl",271,,1984,,,,,,,10.032226,,
,,"271. fort pierce, fl",271,,1985,,,,,,,10.275974,,
,,"271. fort pierce, fl",271,,1986,,,,,,,10.227954,,
,,"271. fort pierce, fl",271,,1987,,,,,,,10.390762,,
,,"271. fort pierce, fl",271,,1988,,,,,,,10.587067,,
,,"271. fort pierce, fl",271,,1989,,,,,,,10.870466,,
,,"271. fort pierce, fl",271,,1990,,,,,,,11.098043,,
,,"271. fort pierce, fl",271,,1991,,,,,,,10.712658,,
,,"271. fort pierce, fl",271,,1992,,,,,,,10.627942,,
,,"271. fort pierce, fl",271,,1993,,,,,,,10.37934,,
,,"271. fort pierce, fl",271,,1994,,,,,,,10.165992,,
,,"271. fort pierce, fl",271,,1995,,,,,,,9.932601,,
,,27100,,,1940,,,,,,,3.347904,,
,,27100,,,1944,,,,,,,3.741689,,
,,27100,,,1945,,,,,,,3.59126,,
,,27100,,,1946,,,,,,,4.053582,,
,,27100,,,1947,,,,,,,4.389661,,
,,27100,,,1948,,,,,,,4.132834,,
,,27100,,,1949,,,,,,,4.106683,,
,,27100,,,1950,,,,,,,4.116269,,
,,27100,,,1951,,,,,,,4.256735,,
,,27100,,,1952,,,,,,,4.271164,,
,,27100,,,1953,,,,,,,4.257078,,
,,27100,,,1954,,,,,,,4.312784,,
,,27100,,,1955,,,,,,,4.231384,,
,,27100,,,1956,,,,,,,4.276202,,
,,27100,,,1957,,,,,,,4.286713,,
,,27100,,,1958,,,,,,,4.141095,,
,,27100,,,1959,,,,,,,4.099052,,
,,27100,,,1960,,,,,,,4.00706,,
,,27100,,,1961,,,,,,,3.935485,,
,,27100,,,1962,,,,,,,3.778522,,
,,27100,,,1963,,,,,,,3.66351,,
,,27100,,,1964,,,,,,,3.558791,,
,,27100,,,1965,,,,,,,3.265429,,
,,27100,,,1966,,,,,,,3.104661,,
,,27100,,,1967,,,,,,,2.993168,,
,,27100,,,1968,,,,,,,2.945859,,
,,27100,,,1969,,,,,,,2.962024,,
,,27100,,,1970,,,,,,,3.110042,,
,,27100,,,1971,,,,,,,2.954404,,
,,27100,,,1972,,,,,,,2.677859,,
,,27100,,,1973,,,,,,,2.558369,,
,,27100,,,1974,,,,,,,2.552233,,
,,27100,,,1975,,,,,,,2.491489,,
,,27100,,,1976,,,,,,,2.5077,,
,,27100,,,1977,,,,,,,2.575803,,
,,27100,,,1978,,,,,,,2.538364,,
,,27100,,,1979,,,,,,,2.63047,,
,,27100,,,1980,,,,,,,2.681378,,
,,27100,,,1981,,,,,,,2.636559,,
,,27100,,,1982,,,,,,,2.625431,,
,,27100,,,1983,,,,,,,2.556141,,
,,27100,,,1984,,,,,,,2.543025,,
,,27100,,,1985,,,,,,,2.567188,,
,,27100,,,1986,,,,,,,2.525751,,
,,27100,,,1987,,,,,,,2.524117,,
,,27100,,,1988,,,,,,,2.560516,,
,,27100,,,1989,,,,,,,2.611676,,
,,27100,,,1990,,,,,,,2.688278,,
,,27100,,,1991,,,,,,,2.580658,,
,,27100,,,1992,,,,,,,2.586439,,
,,27100,,,1993,,,,,,,2.528859,,
,,27100,,,1994,,,,,,,2.473221,,
,,27100,,,1995,,,,,,,2.427099,,
,,27140,,,1940,,,,,,,4.434607,,
,,27140,,,1944,,,,,,,4.853588,,
,,27140,,,1945,,,,,,,4.637105,,
,,27140,,,1946,,,,,,,5.148948,,
,,27140,,,1947,,,,,,,5.44691,,
,,27140,,,1948,,,,,,,5.192317,,
,,27140,,,1949,,,,,,,5.172679,,
,,27140,,,1950,,,,,,,5.261488,,
,,27140,,,1951,,,,,,,5.395826,,
,,27140,,,1952,,,,,,,5.369512,,
,,27140,,,1953,,,,,,,5.41683,,
,,27140,,,1954,,,,,,,5.490693,,
,,27140,,,1955,,,,,,,5.374413,,
,,27140,,,1956,,,,,,,5.421931,,
,,27140,,,1957,,,,,,,5.3899,,
,,27140,,,1958,,,,,,,5.250881,,
,,27140,,,1959,,,,,,,5.200828,,
,,27140,,,1960,,,,,,,5.003975,,
,,27140,,,1961,,,,,,,4.905199,,
,,27140,,,1962,,,,,,,4.75514,,
,,27140,,,1963,,,,,,,4.581789,,
,,27140,,,1964,,,,,,,4.462481,,
,,27140,,,1965,,,,,,,4.074978,,
,,27140,,,1966,,,,,,,3.86048,,
,,27140,,,1967,,,,,,,3.730256,,
,,27140,,,1968,,,,,,,3.658463,,
,,27140,,,1969,,,,,,,3.706134,,
,,27140,,,1970,,,,,,,3.859638,,
,,27140,,,1971,,,,,,,3.700521,,
,,27140,,,1972,,,,,,,3.377068,,
,,27140,,,1973,,,,,,,3.23817,,
,,27140,,,1974,,,,,,,3.2191,,
,,27140,,,1975,,,,,,,3.127694,,
,,27140,,,1976,,,,,,,3.17991,,
,,27140,,,1977,,,,,,,3.25366,,
,,27140,,,1978,,,,,,,3.204522,,
,,27140,,,1979,,,,,,,3.320605,,
,,27140,,,1980,,,,,,,3.392013,,
,,27140,,,1981,,,,,,,3.332094,,
,,27140,,,1982,,,,,,,3.331706,,
,,27140,,,1983,,,,,,,3.245378,,
,,27140,,,1984,,,,,,,3.226869,,
,,27140,,,1985,,,,,,,3.254396,,
,,27140,,,1986,,,,,,,3.186192,,
,,27140,,,1987,,,,,,,3.171898,,
,,27140,,,1988,,,,,,,3.216298,,
,,27140,,,1989,,,,,,,3.270479,,
,,27140,,,1990,,,,,,,3.36827,,
,,27140,,,1991,,,,,,,3.261615,,
,,27140,,,1992,,,,,,,3.23771,,
,,27140,,,1993,,,,,,,3.168047,,
,,27140,,,1994,,,,,,,3.097296,,
,,27140,,,1995,,,,,,,3.028013,,
,,27180,,,1940,,,,,,,5.879784,,
,,27180,,,1944,,,,,,,6.470371,,
,,27180,,,1945,,,,,,,6.222767,,
,,27180,,,1946,,,,,,,6.924483,,
,,27180,,,1947,,,,,,,7.427105,,
,,27180,,,1948,,,,,,,7.074312,,
,,27180,,,1949,,,,,,,7.017805,,
,,27180,,,1950,,,,,,,7.061823,,
,,27180,,,1951,,,,,,,7.252509,,
,,27180,,,1952,,,,,,,7.255415,,
,,27180,,,1953,,,,,,,7.254253,,
,,27180,,,1954,,,,,,,7.362319,,
,,27180,,,1955,,,,,,,7.222583,,
,,27180,,,1956,,,,,,,7.274582,,
,,27180,,,1957,,,,,,,7.244131,,
,,27180,,,1958,,,,,,,7.036348,,
,,27180,,,1959,,,,,,,6.988574,,
,,27180,,,1960,,,,,,,6.775617,,
,,27180,,,1961,,,,,,,6.652623,,
,,27180,,,1962,,,,,,,6.432053,,
,,27180,,,1963,,,,,,,6.22057,,
,,27180,,,1964,,,,,,,6.037085,,
,,27180,,,1965,,,,,,,5.525007,,
,,27180,,,1966,,,,,,,5.230323,,
,,27180,,,1967,,,,,,,5.037695,,
,,27180,,,1968,,,,,,,4.956167,,
,,27180,,,1969,,,,,,,5.003856,,
,,27180,,,1970,,,,,,,5.277601,,
,,27180,,,1971,,,,,,,5.045903,,
,,27180,,,1972,,,,,,,4.60981,,
,,27180,,,1973,,,,,,,4.409566,,
,,27180,,,1974,,,,,,,4.385327,,
,,27180,,,1975,,,,,,,4.263553,,
,,27180,,,1976,,,,,,,4.295478,,
,,27180,,,1977,,,,,,,4.40017,,
,,27180,,,1978,,,,,,,4.32254,,
,,27180,,,1979,,,,,,,4.480876,,
,,27180,,,1980,,,,,,,4.590318,,
,,27180,,,1981,,,,,,,4.497519,,
,,27180,,,1982,,,,,,,4.471321,,
,,27180,,,1983,,,,,,,4.351871,,
,,27180,,,1984,,,,,,,4.334264,,
,,27180,,,1985,,,,,,,4.367678,,
,,27180,,,1986,,,,,,,4.286717,,
,,27180,,,1987,,,,,,,4.284775,,
,,27180,,,1988,,,,,,,4.34226,,
,,27180,,,1989,,,,,,,4.439141,,
,,27180,,,1990,,,,,,,4.5778,,
,,27180,,,1991,,,,,,,4.419677,,
,,27180,,,1992,,,,,,,4.405316,,
,,27180,,,1993,,,,,,,4.307995,,
,,27180,,,1994,,,,,,,4.218784,,
,,27180,,,1995,,,,,,,4.138616,,
,,"272. fort smith, ar/ok",272,,1940,,,,,,,5.566693,,
,,"272. fort smith, ar/ok",272,,1944,,,,,,,6.452006,,
,,"272. fort smith, ar/ok",272,,1945,,,,,,,6.163436,,
,,"272. fort smith, ar/ok",272,,1946,,,,,,,6.831076,,
,,"272. fort smith, ar/ok",272,,1947,,,,,,,7.263643,,
,,"272. fort smith, ar/ok",272,,1948,,,,,,,6.903318,,
,,"272. fort smith, ar/ok",272,,1949,,,,,,,6.907946,,
,,"272. fort smith, ar/ok",272,,1950,,,,,,,6.979484,,
,,"272. fort smith, ar/ok",272,,1951,,,,,,,7.171258,,
,,"272. fort smith, ar/ok",272,,1952,,,,,,,7.218186,,
,,"272. fort smith, ar/ok",272,,1953,,,,,,,7.29035,,
,,"272. fort smith, ar/ok",272,,1954,,,,,,,7.346441,,
,,"272. fort smith, ar/ok",272,,1955,,,,,,,7.190495,,
,,"272. fort smith, ar/ok",272,,1956,,,,,,,7.250981,,
,,"272. fort smith, ar/ok",272,,1957,,,,,,,7.267184,,
,,"272. fort smith, ar/ok",272,,1958,,,,,,,7.06354,,
,,"272. fort smith, ar/ok",272,,1959,,,,,,,7.028586,,
,,"272. fort smith, ar/ok",272,,1960,,,,,,,6.813713,,
,,"272. fort smith, ar/ok",272,,1961,,,,,,,6.666107,,
,,"272. fort smith, ar/ok",272,,1962,,,,,,,6.417497,,
,,"272. fort smith, ar/ok",272,,1963,,,,,,,6.176016,,
,,"272. fort smith, ar/ok",272,,1964,,,,,,,5.962417,,
,,"272. fort smith, ar/ok",272,,1965,,,,,,,5.459554,,
,,"272. fort smith, ar/ok",272,,1966,,,,,,,5.168939,,
,,"272. fort smith, ar/ok",272,,1967,,,,,,,5.014909,,
,,"272. fort smith, ar/ok",272,,1968,,,,,,,4.968691,,
,,"272. fort smith, ar/ok",272,,1969,,,,,,,5.048175,,
,,"272. fort smith, ar/ok",272,,1970,,,,,,,5.238137,,
,,"272. fort smith, ar/ok",272,,1971,,,,,,,4.946519,,
,,"272. fort smith, ar/ok",272,,1972,,,,,,,4.525729,,
,,"272. fort smith, ar/ok",272,,1973,,,,,,,4.345205,,
,,"272. fort smith, ar/ok",272,,1974,,,,,,,4.356199,,
,,"272. fort smith, ar/ok",272,,1975,,,,,,,4.273909,,
,,"272. fort smith, ar/ok",272,,1976,,,,,,,4.360335,,
,,"272. fort smith, ar/ok",272,,1977,,,,,,,4.451592,,
,,"272. fort smith, ar/ok",272,,1978,,,,,,,4.423461,,
,,"272. fort smith, ar/ok",272,,1979,,,,,,,4.600714,,
,,"272. fort smith, ar/ok",272,,1980,,,,,,,4.742501,,
,,"272. fort smith, ar/ok",272,,1981,,,,,,,4.713284,,
,,"272. fort smith, ar/ok",272,,1982,,,,,,,4.707486,,
,,"272. fort smith, ar/ok",272,,1983,,,,,,,4.596309,,
,,"272. fort smith, ar/ok",272,,1984,,,,,,,4.574525,,
,,"272. fort smith, ar/ok",272,,1985,,,,,,,4.629601,,
,,"272. fort smith, ar/ok",272,,1986,,,,,,,4.555153,,
,,"272. fort smith, ar/ok",272,,1987,,,,,,,4.538836,,
,,"272. fort smith, ar/ok",272,,1988,,,,,,,4.600927,,
,,"272. fort smith, ar/ok",272,,1989,,,,,,,4.691044,,
,,"272. fort smith, ar/ok",272,,1990,,,,,,,4.841813,,
,,"272. fort smith, ar/ok",272,,1991,,,,,,,4.701832,,
,,"272. fort smith, ar/ok",272,,1992,,,,,,,4.701118,,
,,"272. fort smith, ar/ok",272,,1993,,,,,,,4.586571,,
,,"272. fort smith, ar/ok",272,,1994,,,,,,,4.46968,,
,,"272. fort smith, ar/ok",272,,1995,,,,,,,4.36968,,
,,27260,,,1940,,,,,,,9.936027,,
,,27260,,,1944,,,,,,,11.084128,,
,,27260,,,1945,,,,,,,10.754228,,
,,27260,,,1946,,,,,,,11.969117,,
,,27260,,,1947,,,,,,,12.887076,,
,,27260,,,1948,,,,,,,12.123122,,
,,27260,,,1949,,,,,,,11.976357,,
,,27260,,,1950,,,,,,,12.030414,,
,,27260,,,1951,,,,,,,12.433602,,
,,27260,,,1952,,,,,,,12.506142,,
,,27260,,,1953,,,,,,,12.464502,,
,,27260,,,1954,,,,,,,12.622428,,
,,27260,,,1955,,,,,,,12.46116,,
,,27260,,,1956,,,,,,,12.563313,,
,,27260,,,1957,,,,,,,12.556794,,
,,27260,,,1958,,,,,,,12.190403,,
,,27260,,,1959,,,,,,,12.046647,,
,,27260,,,1960,,,,,,,11.687585,,
,,27260,,,1961,,,,,,,11.5356,,
,,27260,,,1962,,,,,,,11.097912,,
,,27260,,,1963,,,,,,,10.807884,,
,,27260,,,1964,,,,,,,10.483696,,
,,27260,,,1965,,,,,,,9.679688,,
,,27260,,,1966,,,,,,,9.161112,,
,,27260,,,1967,,,,,,,8.82475,,
,,27260,,,1968,,,,,,,8.665678,,
,,27260,,,1969,,,,,,,8.734693,,
,,27260,,,1970,,,,,,,9.150972,,
,,27260,,,1971,,,,,,,8.623449,,
,,27260,,,1972,,,,,,,7.816205,,
,,27260,,,1973,,,,,,,7.482713,,
,,27260,,,1974,,,,,,,7.384837,,
,,27260,,,1975,,,,,,,7.147583,,
,,27260,,,1976,,,,,,,7.192612,,
,,27260,,,1977,,,,,,,7.385772,,
,,27260,,,1978,,,,,,,7.276956,,
,,27260,,,1979,,,,,,,7.511908,,
,,27260,,,1980,,,,,,,7.662782,,
,,27260,,,1981,,,,,,,7.559036,,
,,27260,,,1982,,,,,,,7.565605,,
,,27260,,,1983,,,,,,,7.407933,,
,,27260,,,1984,,,,,,,7.414725,,
,,27260,,,1985,,,,,,,7.536886,,
,,27260,,,1986,,,,,,,7.471101,,
,,27260,,,1987,,,,,,,7.543026,,
,,27260,,,1988,,,,,,,7.669269,,
,,27260,,,1989,,,,,,,7.856912,,
