fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,"472. madison, wi",472,,1958,,,,,,,6.156417,,
,,"472. madison, wi",472,,1959,,,,,,,6.143224,,
,,"472. madison, wi",472,,1960,,,,,,,6.053613,,
,,"472. madison, wi",472,,1961,,,,,,,5.931552,,
,,"472. madison, wi",472,,1962,,,,,,,5.732241,,
,,"472. madison, wi",472,,1963,,,,,,,5.528606,,
,,"472. madison, wi",472,,1964,,,,,,,5.327069,,
,,"472. madison, wi",472,,1965,,,,,,,4.907709,,
,,"472. madison, wi",472,,1966,,,,,,,4.676189,,
,,"472. madison, wi",472,,1967,,,,,,,4.50125,,
,,"472. madison, wi",472,,1968,,,,,,,4.418294,,
,,"472. madison, wi",472,,1969,,,,,,,4.450016,,
,,"472. madison, wi",472,,1970,,,,,,,4.619374,,
,,"472. madison, wi",472,,1971,,,,,,,4.331701,,
,,"472. madison, wi",472,,1972,,,,,,,3.929035,,
,,"472. madison, wi",472,,1973,,,,,,,3.751634,,
,,"472. madison, wi",472,,1974,,,,,,,3.770029,,
,,"472. madison, wi",472,,1975,,,,,,,3.721232,,
,,"472. madison, wi",472,,1976,,,,,,,3.750362,,
,,"472. madison, wi",472,,1977,,,,,,,3.875966,,
,,"472. madison, wi",472,,1978,,,,,,,3.842857,,
,,"472. madison, wi",472,,1979,,,,,,,4.002634,,
,,"472. madison, wi",472,,1980,,,,,,,4.098694,,
,,"472. madison, wi",472,,1981,,,,,,,4.043138,,
,,"472. madison, wi",472,,1982,,,,,,,4.022778,,
,,"472. madison, wi",472,,1983,,,,,,,3.916134,,
,,"472. madison, wi",472,,1984,,,,,,,3.90837,,
,,"472. madison, wi",472,,1985,,,,,,,3.938979,,
,,"472. madison, wi",472,,1986,,,,,,,3.859317,,
,,"472. madison, wi",472,,1987,,,,,,,3.870424,,
,,"472. madison, wi",472,,1988,,,,,,,3.922625,,
,,"472. madison, wi",472,,1989,,,,,,,4.003992,,
,,"472. madison, wi",472,,1990,,,,,,,4.124934,,
,,"472. madison, wi",472,,1991,,,,,,,3.966805,,
,,"472. madison, wi",472,,1992,,,,,,,3.96754,,
,,"472. madison, wi",472,,1993,,,,,,,3.880438,,
,,"472. madison, wi",472,,1994,,,,,,,3.805438,,
,,"472. madison, wi",472,,1995,,,,,,,3.721674,,
,,47260,,,1940,,,,,,,9.296472,,
,,47260,,,1944,,,,,,,10.546816,,
,,47260,,,1945,,,,,,,10.222697,,
,,47260,,,1946,,,,,,,11.336003,,
,,47260,,,1947,,,,,,,12.178086,,
,,47260,,,1948,,,,,,,11.436376,,
,,47260,,,1949,,,,,,,11.276941,,
,,47260,,,1950,,,,,,,11.337256,,
,,47260,,,1951,,,,,,,11.712018,,
,,47260,,,1952,,,,,,,11.80965,,
,,47260,,,1953,,,,,,,11.771875,,
,,47260,,,1954,,,,,,,11.901823,,
,,47260,,,1955,,,,,,,11.724311,,
,,47260,,,1956,,,,,,,11.825167,,
,,47260,,,1957,,,,,,,11.834543,,
,,47260,,,1958,,,,,,,11.499371,,
,,47260,,,1959,,,,,,,11.375177,,
,,47260,,,1960,,,,,,,11.056708,,
,,47260,,,1961,,,,,,,10.90841,,
,,47260,,,1962,,,,,,,10.481534,,
,,47260,,,1963,,,,,,,10.191808,,
,,47260,,,1964,,,,,,,9.872865,,
,,47260,,,1965,,,,,,,9.115998,,
,,47260,,,1966,,,,,,,8.627669,,
,,47260,,,1967,,,,,,,8.335755,,
,,47260,,,1968,,,,,,,8.185963,,
,,47260,,,1969,,,,,,,8.246487,,
,,47260,,,1970,,,,,,,8.581489,,
,,47260,,,1971,,,,,,,8.08062,,
,,47260,,,1972,,,,,,,7.314561,,
,,47260,,,1973,,,,,,,6.984892,,
,,47260,,,1974,,,,,,,6.904537,,
,,47260,,,1975,,,,,,,6.67949,,
,,47260,,,1976,,,,,,,6.733736,,
,,47260,,,1977,,,,,,,6.903951,,
,,47260,,,1978,,,,,,,6.805526,,
,,47260,,,1979,,,,,,,7.015221,,
,,47260,,,1980,,,,,,,7.149858,,
,,47260,,,1981,,,,,,,7.093338,,
,,47260,,,1982,,,,,,,7.128717,,
,,47260,,,1983,,,,,,,6.992293,,
,,47260,,,1984,,,,,,,7.012126,,
,,47260,,,1985,,,,,,,7.128945,,
,,47260,,,1986,,,,,,,7.076567,,
,,47260,,,1987,,,,,,,7.148702,,
,,47260,,,1988,,,,,,,7.282999,,
,,47260,,,1989,,,,,,,7.473359,,
,,47260,,,1990,,,,,,,7.652353,,
,,47260,,,1991,,,,,,,7.386329,,
,,47260,,,1992,,,,,,,7.391943,,
,,47260,,,1993,,,,,,,7.197041,,
,,47260,,,1994,,,,,,,7.028672,,
,,47260,,,1995,,,,,,,6.867228,,
,,47300,,,1940,,,,,,,3.097786,,
,,47300,,,1944,,,,,,,3.414546,,
,,47300,,,1945,,,,,,,3.268576,,
,,47300,,,1946,,,,,,,3.584807,,
,,47300,,,1947,,,,,,,3.879022,,
,,47300,,,1948,,,,,,,3.686902,,
,,47300,,,1949,,,,,,,3.653611,,
,,47300,,,1950,,,,,,,3.719997,,
,,47300,,,1951,,,,,,,3.808784,,
,,47300,,,1952,,,,,,,3.832719,,
,,47300,,,1953,,,,,,,3.850093,,
,,47300,,,1954,,,,,,,3.878036,,
,,47300,,,1955,,,,,,,3.777351,,
,,47300,,,1956,,,,,,,3.795458,,
,,47300,,,1957,,,,,,,3.795324,,
,,47300,,,1958,,,,,,,3.693458,,
,,47300,,,1959,,,,,,,3.680298,,
,,47300,,,1960,,,,,,,3.566376,,
,,47300,,,1961,,,,,,,3.489278,,
,,47300,,,1962,,,,,,,3.354664,,
,,47300,,,1963,,,,,,,3.219364,,
,,47300,,,1964,,,,,,,3.103009,,
,,47300,,,1965,,,,,,,2.831634,,
,,47300,,,1966,,,,,,,2.690801,,
,,47300,,,1967,,,,,,,2.614431,,
,,47300,,,1968,,,,,,,2.592449,,
,,47300,,,1969,,,,,,,2.628125,,
,,47300,,,1970,,,,,,,2.748098,,
,,47300,,,1971,,,,,,,2.632672,,
,,47300,,,1972,,,,,,,2.406913,,
,,47300,,,1973,,,,,,,2.31646,,
,,47300,,,1974,,,,,,,2.32851,,
,,47300,,,1975,,,,,,,2.275013,,
,,47300,,,1976,,,,,,,2.319121,,
,,47300,,,1977,,,,,,,2.356673,,
,,47300,,,1978,,,,,,,2.341904,,
,,47300,,,1979,,,,,,,2.433467,,
,,47300,,,1980,,,,,,,2.498086,,
,,47300,,,1981,,,,,,,2.471695,,
,,47300,,,1982,,,,,,,2.475732,,
,,47300,,,1983,,,,,,,2.401857,,
,,47300,,,1984,,,,,,,2.373823,,
,,47300,,,1985,,,,,,,2.38465,,
,,47300,,,1986,,,,,,,2.330824,,
,,47300,,,1987,,,,,,,2.305409,,
,,47300,,,1988,,,,,,,2.319754,,
,,47300,,,1989,,,,,,,2.345512,,
,,47300,,,1990,,,,,,,2.400962,,
,,47300,,,1991,,,,,,,2.331981,,
,,47300,,,1992,,,,,,,2.337833,,
,,47300,,,1993,,,,,,,2.283098,,
,,47300,,,1994,,,,,,,2.241389,,
,,47300,,,1995,,,,,,,2.205156,,
,,47380,,,1940,,,,,,,4.212279,,
,,47380,,,1944,,,,,,,4.71979,,
,,47380,,,1945,,,,,,,4.528193,,
,,47380,,,1946,,,,,,,5.009109,,
,,47380,,,1947,,,,,,,5.407045,,
,,47380,,,1948,,,,,,,5.134658,,
,,47380,,,1949,,,,,,,5.092749,,
,,47380,,,1950,,,,,,,5.121814,,
,,47380,,,1951,,,,,,,5.262512,,
,,47380,,,1952,,,,,,,5.283473,,
,,47380,,,1953,,,,,,,5.301219,,
,,47380,,,1954,,,,,,,5.353443,,
,,47380,,,1955,,,,,,,5.24986,,
,,47380,,,1956,,,,,,,5.287948,,
,,47380,,,1957,,,,,,,5.286496,,
,,47380,,,1958,,,,,,,5.148196,,
,,47380,,,1959,,,,,,,5.12507,,
,,47380,,,1960,,,,,,,4.955647,,
,,47380,,,1961,,,,,,,4.867606,,
,,47380,,,1962,,,,,,,4.681822,,
,,47380,,,1963,,,,,,,4.516134,,
,,47380,,,1964,,,,,,,4.363198,,
,,47380,,,1965,,,,,,,3.99197,,
,,47380,,,1966,,,,,,,3.779671,,
,,47380,,,1967,,,,,,,3.661759,,
,,47380,,,1968,,,,,,,3.609435,,
,,47380,,,1969,,,,,,,3.652157,,
,,47380,,,1970,,,,,,,3.810534,,
,,47380,,,1971,,,,,,,3.614909,,
,,47380,,,1972,,,,,,,3.299494,,
,,47380,,,1973,,,,,,,3.165892,,
,,47380,,,1974,,,,,,,3.178939,,
,,47380,,,1975,,,,,,,3.10267,,
,,47380,,,1976,,,,,,,3.15819,,
,,47380,,,1977,,,,,,,3.233147,,
,,47380,,,1978,,,,,,,3.195039,,
,,47380,,,1979,,,,,,,3.318458,,
,,47380,,,1980,,,,,,,3.398941,,
,,47380,,,1981,,,,,,,3.365488,,
,,47380,,,1982,,,,,,,3.368551,,
,,47380,,,1983,,,,,,,3.281595,,
,,47380,,,1984,,,,,,,3.255087,,
,,47380,,,1985,,,,,,,3.278453,,
,,47380,,,1986,,,,,,,3.217273,,
,,47380,,,1987,,,,,,,3.204108,,
,,47380,,,1988,,,,,,,3.245612,,
,,47380,,,1989,,,,,,,3.306739,,
,,47380,,,1990,,,,,,,3.402224,,
,,47380,,,1991,,,,,,,3.275216,,
,,47380,,,1992,,,,,,,3.284958,,
,,47380,,,1993,,,,,,,3.198315,,
,,47380,,,1994,,,,,,,3.125316,,
,,47380,,,1995,,,,,,,3.060507,,
,,"476. manchester, nh",476,,1940,,,,,,,5.783883,,
,,"476. manchester, nh",476,,1944,,,,,,,7.037087,,
,,"476. manchester, nh",476,,1945,,,,,,,6.879911,,
,,"476. manchester, nh",476,,1946,,,,,,,7.64415,,
,,"476. manchester, nh",476,,1947,,,,,,,8.464952,,
,,"476. manchester, nh",476,,1948,,,,,,,7.667628,,
,,"476. manchester, nh",476,,1949,,,,,,,7.481957,,
,,"476. manchester, nh",476,,1950,,,,,,,7.533061,,
,,"476. manchester, nh",476,,1951,,,,,,,7.798349,,
,,"476. manchester, nh",476,,1952,,,,,,,8.07673,,
,,"476. manchester, nh",476,,1953,,,,,,,7.931034,,
,,"476. manchester, nh",476,,1954,,,,,,,8.018939,,
,,"476. manchester, nh",476,,1955,,,,,,,8.142092,,
,,"476. manchester, nh",476,,1956,,,,,,,8.221901,,
,,"476. manchester, nh",476,,1957,,,,,,,8.391685,,
,,"476. manchester, nh",476,,1958,,,,,,,8.202782,,
,,"476. manchester, nh",476,,1959,,,,,,,8.101749,,
,,"476. manchester, nh",476,,1960,,,,,,,7.871838,,
,,"476. manchester, nh",476,,1961,,,,,,,7.794612,,
,,"476. manchester, nh",476,,1962,,,,,,,7.555639,,
,,"476. manchester, nh",476,,1963,,,,,,,7.392882,,
,,"476. manchester, nh",476,,1964,,,,,,,6.979109,,
,,"476. manchester, nh",476,,1965,,,,,,,6.588809,,
,,"476. manchester, nh",476,,1966,,,,,,,6.289952,,
,,"476. manchester, nh",476,,1967,,,,,,,6.063418,,
,,"476. manchester, nh",476,,1968,,,,,,,5.870312,,
,,"476. manchester, nh",476,,1969,,,,,,,6.11341,,
,,"476. manchester, nh",476,,1970,,,,,,,5.965934,,
,,"476. manchester, nh",476,,1971,,,,,,,5.50916,,
,,"476. manchester, nh",476,,1972,,,,,,,4.913738,,
,,"476. manchester, nh",476,,1973,,,,,,,4.904048,,
,,"476. manchester, nh",476,,1974,,,,,,,4.555181,,
,,"476. manchester, nh",476,,1975,,,,,,,4.456425,,
,,"476. manchester, nh",476,,1976,,,,,,,4.386434,,
,,"476. manchester, nh",476,,1977,,,,,,,4.529555,,
,,"476. manchester, nh",476,,1978,,,,,,,4.525016,,
,,"476. manchester, nh",476,,1979,,,,,,,4.655721,,
,,"476. manchester, nh",476,,1980,,,,,,,4.768407,,
,,"476. manchester, nh",476,,1981,,,,,,,4.780713,,
,,"476. manchester, nh",476,,1982,,,,,,,4.861121,,
,,"476. manchester, nh",476,,1983,,,,,,,4.828357,,
,,"476. manchester, nh",476,,1984,,,,,,,4.875661,,
,,"476. manchester, nh",476,,1985,,,,,,,5.027853,,
,,"476. manchester, nh",476,,1986,,,,,,,5.003475,,
,,"476. manchester, nh",476,,1987,,,,,,,5.080881,,
,,"476. manchester, nh",476,,1988,,,,,,,5.21422,,
,,"476. manchester, nh",476,,1989,,,,,,,5.355529,,
,,"476. manchester, nh",476,,1990,,,,,,,5.379758,,
,,"476. manchester, nh",476,,1991,,,,,,,5.118888,,
,,"476. manchester, nh",476,,1992,,,,,,,5.126596,,
,,"476. manchester, nh",476,,1993,,,,,,,4.966482,,
,,"476. manchester, nh",476,,1994,,,,,,,4.8653,,
,,"476. manchester, nh",476,,1995,,,,,,,4.707893,,
,,47900,,,1940,,,,,,,8.329637,,
,,47900,,,1944,,,,,,,9.574082,,
,,47900,,,1945,,,,,,,9.311744,,
,,47900,,,1946,,,,,,,10.333438,,
,,47900,,,1947,,,,,,,11.221093,,
,,47900,,,1948,,,,,,,10.465762,,
,,47900,,,1949,,,,,,,10.324011,,
,,47900,,,1950,,,,,,,10.356208,,
,,47900,,,1951,,,,,,,10.719539,,
,,47900,,,1952,,,,,,,10.849497,,
,,47900,,,1953,,,,,,,10.784942,,
,,47900,,,1954,,,,,,,10.884276,,
,,47900,,,1955,,,,,,,10.771464,,
,,47900,,,1956,,,,,,,10.879211,,
,,47900,,,1957,,,,,,,10.924998,,
,,47900,,,1958,,,,,,,10.61121,,
,,47900,,,1959,,,,,,,10.491414,,
,,47900,,,1960,,,,,,,10.197652,,
,,47900,,,1961,,,,,,,10.046742,,
,,47900,,,1962,,,,,,,9.6433,,
,,47900,,,1963,,,,,,,9.363752,,
,,47900,,,1964,,,,,,,9.067399,,
,,47900,,,1965,,,,,,,8.394347,,
,,47900,,,1966,,,,,,,7.969888,,
,,47900,,,1967,,,,,,,7.689038,,
,,47900,,,1968,,,,,,,7.566855,,
,,47900,,,1969,,,,,,,7.662515,,
,,47900,,,1970,,,,,,,7.9272,,
,,47900,,,1971,,,,,,,7.428269,,
,,47900,,,1972,,,,,,,6.725607,,
,,47900,,,1973,,,,,,,6.447509,,
,,47900,,,1974,,,,,,,6.393288,,
,,47900,,,1975,,,,,,,6.219422,,
,,47900,,,1976,,,,,,,6.267811,,
,,47900,,,1977,,,,,,,6.429537,,
,,47900,,,1978,,,,,,,6.356884,,
,,47900,,,1979,,,,,,,6.559218,,
,,47900,,,1980,,,,,,,6.687481,,
,,47900,,,1981,,,,,,,6.644401,,
,,47900,,,1982,,,,,,,6.667979,,
,,47900,,,1983,,,,,,,6.53858,,
,,47900,,,1984,,,,,,,6.528186,,
,,47900,,,1985,,,,,,,6.654754,,
,,47900,,,1986,,,,,,,6.598879,,
,,47900,,,1987,,,,,,,6.65797,,
,,47900,,,1988,,,,,,,6.775179,,
,,47900,,,1989,,,,,,,6.930474,,
,,47900,,,1990,,,,,,,7.106187,,
,,47900,,,1991,,,,,,,6.853585,,
,,47900,,,1992,,,,,,,6.852285,,
,,47900,,,1993,,,,,,,6.683742,,
,,47900,,,1994,,,,,,,6.533134,,
,,47900,,,1995,,,,,,,6.386619,,
,,"48. asheville, nc",48,,1940,,,,,,,7.803975,,
,,"48. asheville, nc",48,,1944,,,,,,,8.660013,,
,,"48. asheville, nc",48,,1945,,,,,,,8.364723,,
,,"48. asheville, nc",48,,1946,,,,,,,9.270581,,
,,"48. asheville, nc",48,,1947,,,,,,,9.868001,,
,,"48. asheville, nc",48,,1948,,,,,,,9.314316,,
,,"48. asheville, nc",48,,1949,,,,,,,9.239608,,
,,"48. asheville, nc",48,,1950,,,,,,,9.331391,,
,,"48. asheville, nc",48,,1951,,,,,,,9.644308,,
,,"48. asheville, nc",48,,1952,,,,,,,9.660712,,
,,"48. asheville, nc",48,,1953,,,,,,,9.680976,,
,,"48. asheville, nc",48,,1954,,,,,,,9.809838,,
,,"48. asheville, nc",48,,1955,,,,,,,9.629482,,
,,"48. asheville, nc",48,,1956,,,,,,,9.707075,,
,,"48. asheville, nc",48,,1957,,,,,,,9.678171,,
,,"48. asheville, nc",48,,1958,,,,,,,9.377521,,
,,"48. asheville, nc",48,,1959,,,,,,,9.260765,,
,,"48. asheville, nc",48,,1960,,,,,,,8.987675,,
,,"48. asheville, nc",48,,1961,,,,,,,8.842167,,
,,"48. asheville, nc",48,,1962,,,,,,,8.498653,,
,,"48. asheville, nc",48,,1963,,,,,,,8.259473,,
,,"48. asheville, nc",48,,1964,,,,,,,8.0162,,
,,"48. asheville, nc",48,,1965,,,,,,,7.394983,,
,,"48. asheville, nc",48,,1966,,,,,,,7.001217,,
,,"48. asheville, nc",48,,1967,,,,,,,6.754929,,
,,"48. asheville, nc",48,,1968,,,,,,,6.620888,,
,,"48. asheville, nc",48,,1969,,,,,,,6.703103,,
,,"48. asheville, nc",48,,1970,,,,,,,6.982342,,
,,"48. asheville, nc",48,,1971,,,,,,,6.633172,,
,,"48. asheville, nc",48,,1972,,,,,,,6.009219,,
,,"48. asheville, nc",48,,1973,,,,,,,5.742562,,
,,"48. asheville, nc",48,,1974,,,,,,,5.669804,,
,,"48. asheville, nc",48,,1975,,,,,,,5.457996,,
,,"48. asheville, nc",48,,1976,,,,,,,5.506055,,
,,"48. asheville, nc",48,,1977,,,,,,,5.63799,,
,,"48. asheville, nc",48,,1978,,,,,,,5.556619,,
,,"48. asheville, nc",48,,1979,,,,,,,5.729172,,
,,"48. asheville, nc",48,,1980,,,,,,,5.848523,,
,,"48. asheville, nc",48,,1981,,,,,,,5.777422,,
,,"48. asheville, nc",48,,1982,,,,,,,5.778246,,
,,"48. asheville, nc",48,,1983,,,,,,,5.665984,,
,,"48. asheville, nc",48,,1984,,,,,,,5.663213,,
,,"48. asheville, nc",48,,1985,,,,,,,5.755181,,
,,"48. asheville, nc",48,,1986,,,,,,,5.694924,,
,,"48. asheville, nc",48,,1987,,,,,,,5.746471,,
,,"48. asheville, nc",48,,1988,,,,,,,5.846844,,
,,"48. asheville, nc",48,,1989,,,,,,,5.990339,,
,,"48. asheville, nc",48,,1990,,,,,,,6.137227,,
,,"48. asheville, nc",48,,1991,,,,,,,5.896742,,
,,"48. asheville, nc",48,,1992,,,,,,,5.855767,,
,,"48. asheville, nc",48,,1993,,,,,,,5.708137,,
,,"48. asheville, nc",48,,1994,,,,,,,5.579272,,
,,"48. asheville, nc",48,,1995,,,,,,,5.454843,,
,,"480. mansfield, oh",480,,1940,,,,,,,4.560832,,
,,"480. mansfield, oh",480,,1944,,,,,,,4.893091,,
,,"480. mansfield, oh",480,,1945,,,,,,,4.693877,,
,,"480. mansfield, oh",480,,1946,,,,,,,5.249111,,
,,"480. mansfield, oh",480,,1947,,,,,,,5.660903,,
,,"480. mansfield, oh",480,,1948,,,,,,,5.340488,,
,,"480. mansfield, oh",480,,1949,,,,,,,5.266667,,
,,"480. mansfield, oh",480,,1950,,,,,,,5.27588,,
,,"480. mansfield, oh",480,,1951,,,,,,,5.416044,,
,,"480. mansfield, oh",480,,1952,,,,,,,5.36965,,
,,"480. mansfield, oh",480,,1953,,,,,,,5.290324,,
,,"480. mansfield, oh",480,,1954,,,,,,,5.357848,,
,,"480. mansfield, oh",480,,1955,,,,,,,5.250768,,
,,"480. mansfield, oh",480,,1956,,,,,,,5.273686,,
,,"480. mansfield, oh",480,,1957,,,,,,,5.257059,,
,,"480. mansfield, oh",480,,1958,,,,,,,5.127327,,
,,"480. mansfield, oh",480,,1959,,,,,,,5.039919,,
,,"480. mansfield, oh",480,,1960,,,,,,,4.919462,,
,,"480. mansfield, oh",480,,1961,,,,,,,4.834055,,
,,"480. mansfield, oh",480,,1962,,,,,,,4.67806,,
,,"480. mansfield, oh",480,,1963,,,,,,,4.528629,,
,,"480. mansfield, oh",480,,1964,,,,,,,4.416621,,
,,"480. mansfield, oh",480,,1965,,,,,,,4.039154,,
,,"480. mansfield, oh",480,,1966,,,,,,,3.824013,,
,,"480. mansfield, oh",480,,1967,,,,,,,3.695068,,
,,"480. mansfield, oh",480,,1968,,,,,,,3.63227,,
,,"480. mansfield, oh",480,,1969,,,,,,,3.668989,,
,,"480. mansfield, oh",480,,1970,,,,,,,3.848617,,
,,"480. mansfield, oh",480,,1971,,,,,,,3.69686,,
,,"480. mansfield, oh",480,,1972,,,,,,,3.361265,,
,,"480. mansfield, oh",480,,1973,,,,,,,3.205971,,
,,"480. mansfield, oh",480,,1974,,,,,,,3.181605,,
,,"480. mansfield, oh",480,,1975,,,,,,,3.108367,,
,,"480. mansfield, oh",480,,1976,,,,,,,3.139435,,
,,"480. mansfield, oh",480,,1977,,,,,,,3.214718,,
,,"480. mansfield, oh",480,,1978,,,,,,,3.150217,,
,,"480. mansfield, oh",480,,1979,,,,,,,3.238934,,
,,"480. mansfield, oh",480,,1980,,,,,,,3.276701,,
,,"480. mansfield, oh",480,,1981,,,,,,,3.198595,,
,,"480. mansfield, oh",480,,1982,,,,,,,3.181541,,
,,"480. mansfield, oh",480,,1983,,,,,,,3.083817,,
,,"480. mansfield, oh",480,,1984,,,,,,,3.050192,,
,,"480. mansfield, oh",480,,1985,,,,,,,3.072904,,
,,"480. mansfield, oh",480,,1986,,,,,,,3.025233,,
,,"480. mansfield, oh",480,,1987,,,,,,,3.025958,,
,,"480. mansfield, oh",480,,1988,,,,,,,3.047706,,
,,"480. mansfield, oh",480,,1989,,,,,,,3.133223,,
,,"480. mansfield, oh",480,,1990,,,,,,,3.23318,,
,,"480. mansfield, oh",480,,1991,,,,,,,3.139574,,
,,"480. mansfield, oh",480,,1992,,,,,,,3.102799,,
,,"480. mansfield, oh",480,,1993,,,,,,,3.030009,,
,,"480. mansfield, oh",480,,1994,,,,,,,2.967904,,
,,"480. mansfield, oh",480,,1995,,,,,,,2.909875,,
,,48140,,,1940,,,,,,,2.786945,,
,,48140,,,1944,,,,,,,3.210524,,
,,48140,,,1945,,,,,,,3.108963,,
,,48140,,,1946,,,,,,,3.502067,,
,,48140,,,1947,,,,,,,3.843024,,
,,48140,,,1948,,,,,,,3.599441,,
,,48140,,,1949,,,,,,,3.581261,,
,,48140,,,1950,,,,,,,3.589645,,
,,48140,,,1951,,,,,,,3.737984,,
,,48140,,,1952,,,,,,,3.758473,,
,,48140,,,1953,,,,,,,3.741095,,
,,48140,,,1954,,,,,,,3.787008,,
,,48140,,,1955,,,,,,,3.73675,,
,,48140,,,1956,,,,,,,3.768459,,
,,48140,,,1957,,,,,,,3.788348,,
,,48140,,,1958,,,,,,,3.667542,,
,,48140,,,1959,,,,,,,3.649995,,
,,48140,,,1960,,,,,,,3.592302,,
,,48140,,,1961,,,,,,,3.514573,,
,,48140,,,1962,,,,,,,3.388769,,
,,48140,,,1963,,,,,,,3.265064,,
,,48140,,,1964,,,,,,,3.151144,,
,,48140,,,1965,,,,,,,2.901961,,
,,48140,,,1966,,,,,,,2.767795,,
,,48140,,,1967,,,,,,,2.665813,,
,,48140,,,1968,,,,,,,2.614415,,
,,48140,,,1969,,,,,,,2.630454,,
,,48140,,,1970,,,,,,,2.728862,,
,,48140,,,1971,,,,,,,2.556733,,
,,48140,,,1972,,,,,,,2.320036,,
,,48140,,,1973,,,,,,,2.214031,,
,,48140,,,1974,,,,,,,2.219614,,
,,48140,,,1975,,,,,,,2.187915,,
,,48140,,,1976,,,,,,,2.201898,,
,,48140,,,1977,,,,,,,2.275778,,
,,48140,,,1978,,,,,,,2.2619,,
,,48140,,,1979,,,,,,,2.355816,,
,,48140,,,1980,,,,,,,2.410292,,
,,48140,,,1981,,,,,,,2.382643,,
,,48140,,,1982,,,,,,,2.372119,,
,,48140,,,1983,,,,,,,2.306643,,
,,48140,,,1984,,,,,,,2.305262,,
,,48140,,,1985,,,,,,,2.324096,,
,,48140,,,1986,,,,,,,2.279142,,
,,48140,,,1987,,,,,,,2.282432,,
,,48140,,,1988,,,,,,,2.308489,,
,,48140,,,1989,,,,,,,2.356459,,
,,48140,,,1990,,,,,,,2.426173,,
,,48140,,,1991,,,,,,,2.342181,,
,,48140,,,1992,,,,,,,2.328229,,
,,48140,,,1993,,,,,,,2.273384,,
,,48140,,,1994,,,,,,,2.227133,,
,,48140,,,1995,,,,,,,2.175525,,
,,48300,,,1940,,,,,,,6.591874,,
,,48300,,,1944,,,,,,,7.699542,,
,,48300,,,1945,,,,,,,7.357395,,
,,48300,,,1946,,,,,,,8.181421,,
,,48300,,,1947,,,,,,,8.917046,,
,,48300,,,1948,,,,,,,8.465345,,
,,48300,,,1949,,,,,,,8.405905,,
,,48300,,,1950,,,,,,,8.438392,,
,,48300,,,1951,,,,,,,8.668905,,
,,48300,,,1952,,,,,,,8.787432,,
,,48300,,,1953,,,,,,,8.779746,,
,,48300,,,1954,,,,,,,8.798308,,
,,48300,,,1955,,,,,,,8.631905,,
,,48300,,,1956,,,,,,,8.643874,,
,,48300,,,1957,,,,,,,8.658858,,
,,48300,,,1958,,,,,,,8.413608,,
,,48300,,,1959,,,,,,,8.401322,,
,,48300,,,1960,,,,,,,8.22281,,
,,48300,,,1961,,,,,,,8.056866,,
,,48300,,,1962,,,,,,,7.706134,,
,,48300,,,1963,,,,,,,7.417469,,
,,48300,,,1964,,,,,,,7.108584,,
,,48300,,,1965,,,,,,,6.558135,,
,,48300,,,1966,,,,,,,6.215283,,
,,48300,,,1967,,,,,,,6.014507,,
,,48300,,,1968,,,,,,,5.974687,,
,,48300,,,1969,,,,,,,6.06367,,
,,48300,,,1970,,,,,,,6.272572,,
,,48300,,,1971,,,,,,,5.882302,,
,,48300,,,1972,,,,,,,5.393125,,
,,48300,,,1973,,,,,,,5.209406,,
,,48300,,,1974,,,,,,,5.293319,,
,,48300,,,1975,,,,,,,5.214437,,
,,48300,,,1976,,,,,,,5.358382,,
,,48300,,,1977,,,,,,,5.485598,,
,,48300,,,1978,,,,,,,5.459246,,
,,48300,,,1979,,,,,,,5.669134,,
,,48300,,,1980,,,,,,,5.802168,,
,,48300,,,1981,,,,,,,5.767865,,
,,48300,,,1982,,,,,,,5.728327,,
,,48300,,,1983,,,,,,,5.585616,,
,,48300,,,1984,,,,,,,5.543522,,
,,48300,,,1985,,,,,,,5.578089,,
,,48300,,,1986,,,,,,,5.474229,,
,,48300,,,1987,,,,,,,5.454627,,
,,48300,,,1988,,,,,,,5.524079,,
,,48300,,,1989,,,,,,,5.628909,,
,,48300,,,1990,,,,,,,5.800546,,
,,48300,,,1991,,,,,,,5.60312,,
,,48300,,,1992,,,,,,,5.696474,,
,,48300,,,1993,,,,,,,5.528098,,
,,48300,,,1994,,,,,,,5.397638,,
,,48300,,,1995,,,,,,,5.289794,,
,,48620,,,1940,,,,,,,6.009695,,
,,48620,,,1944,,,,,,,6.718499,,
,,48620,,,1945,,,,,,,6.437705,,
,,48620,,,1946,,,,,,,7.054174,,
,,48620,,,1947,,,,,,,7.659988,,
,,48620,,,1948,,,,,,,7.28043,,
,,48620,,,1949,,,,,,,7.210043,,
,,48620,,,1950,,,,,,,7.277355,,
,,48620,,,1951,,,,,,,7.45975,,
,,48620,,,1952,,,,,,,7.485792,,
,,48620,,,1953,,,,,,,7.512131,,
,,48620,,,1954,,,,,,,7.578084,,
,,48620,,,1955,,,,,,,7.420928,,
,,48620,,,1956,,,,,,,7.471195,,
,,48620,,,1957,,,,,,,7.447167,,
,,48620,,,1958,,,,,,,7.276988,,
,,48620,,,1959,,,,,,,7.267085,,
,,48620,,,1960,,,,,,,7.053401,,
,,48620,,,1961,,,,,,,6.930641,,
,,48620,,,1962,,,,,,,6.67061,,
